system_id,word,pos
6,榮譽,Na
6,市民,Na
6,證書,Na
6,，,COMMACATEGORY
6,表達,VC
6,禮遇,VC
6,與,Caa
6,歡迎,VJ
6,李維拉,Nb
6,是,SHI
6,第,Neu
6,位,Nf
6,全票,Na
6,通過,VC
6,入選,VJ
6,美國,Nc
6,職棒,Na
6,大聯盟,Na
6,名人堂,Nc
6,的,DE
6,球星,Na
6,，,COMMACATEGORY
6,台中市,Nc
6,政府,Na
6,特別,VH
6,頒發,VD
6,榮譽,Na
6,市民,Na
6,證書,Na
6,及,Caa
6,獎章,Na
6,台中,Nc
6,市長,Na
6,盧秀燕,Nb
6,熱情,VH
6,迎接,VC
6,李維拉,Nb
6,到來,VA
6,，,COMMACATEGORY
6,準備,VF
6,充滿,VJ
6,台灣味,Na
6,的,DE
6,棒球,Na
6,九,Neu
6,宮格,Na
6,水果,Na
6,禮盒,Na
6,，,COMMACATEGORY
6,介紹樣,Na
6,台中,Nc
6,等,Cab
6,地,Nc
6,盛產,VC
6,的,DE
6,水果,Na
6,，,COMMACATEGORY
6,包括,VK
6,東勢,Nc
6,茂谷柑太平,Nb
6,枇杷,Na
6,外埔,Nc
6,火龍果新社,Nc
6,葡萄,Na
6,等,Cab
6,李維拉,Nb
6,品嘗,VC
6,後,Ng
6,表示,VE
6,，,COMMACATEGORY
6,很,Dfa
6,高興,VK
6,有,V_2
6,機會次,Na
6,吃到,VC
6,這麼多,Neqa
6,美味,VH
6,的,DE
6,水果,Na
6,，,COMMACATEGORY
6,過去,Nd
6,沒,D
6,吃,VC
6,過,Di
6,批,VC
6,杷,Na
6,與,Caa
6,釋迦,Nb
6,，,COMMACATEGORY
6,感覺,VK
6,口味,Na
6,獨特,VH
6,新奇,VH
6,，,COMMACATEGORY
6,最,Dfa
6,喜歡,VK
6,的,DE
6,是,SHI
6,火龍果,Na
6,盧秀燕,Nb
6,介紹,VE
6,台中,Nc
6,是,SHI
6,珍珠,Na
6,奶茶,Na
6,的,DE
6,發源地,Nc
6,，,COMMACATEGORY
6,李維拉,Nb
6,首次,D
6,品嘗,VC
6,，,COMMACATEGORY
6,好奇,VH
6,舉杯,VA
6,端詳,VC
6,另,Cbb
6,致贈,VD
6,湖心亭,Nc
6,漆藝,Na
6,餅盒,Na
6,台中,Nc
6,太平,VH
6,藍染,VC
6,領帶,Na
6,及,Caa
6,絲巾,Na
6,，,COMMACATEGORY
6,獨特,VH
6,風格,Na
6,的,DE
6,客家,Na
6,手工,Na
6,藍染,VC
6,作品,Na
6,完整,VH
6,新聞,Na
6,連結,VC
6,或,Caa
6,短,VH
6,網址,Na
6,不可,D
6,用,VC
6,等,Cab
6,轉載,VC
6,媒體,Na
6,//////,FW
6,備,VC
6,註,Na
6,讚,VC
6,啦,T
6,，,COMMACATEGORY
6,李家,Nb
6,之,DE
6,光,Na
7,不然,Cbb
7,悍創,Nb
7,幹嘛,D
7,排假日,Nd
7,連賽,Na
7,老闆,Na
7,，,COMMACATEGORY
7,這,Nep
7,次,Nf
7,中華隊,Na
7,有,V_2
7,地主,Na
7,優勢,Na
7,，,COMMACATEGORY
7,我們,Nh
7,排隔,VC
7,天休,Na
7,，,COMMACATEGORY
7,讓,VL
7,中華隊,Na
7,養精蓄銳,VA
7,，,COMMACATEGORY
7,用,P
7,最,Dfa
7,好,VH
7,的,DE
7,狀態,Na
7,去,D
7,面對,VC
7,比賽,Na
7,嗯,I
7,，,COMMACATEGORY
7,那,Nep
7,中華隊,Na
7,會,D
7,贏,VD
7,嗎,T
7,好,VH
7,的,DE
7,老闆,Na
7,，,COMMACATEGORY
7,就,P
7,排假日,Nd
7,晚午場,Nc
8,辦到,VE
8,現在,Nd
8,中華隊,Na
8,只,Da
8,停留,VA
8,在,P
8,東京,Nc
8,我,Nh
8,記得,VK
8,有,V_2
8,屆,Nf
8,王建民,Nb
8,血洗,VC
8,日本,Nc
8,讓,VL
8,日本,Nc
8,掛,VC
8,蛋,Na
8,如果,Cbb
8,再,D
8,讓,VL
8,王建民,Nb
8,投滿,VC
8,九,Neu
8,局,Nf
8,日本,Nc
8,大概,D
8,會,D
8,輸,VD
8,了,Di
8,這,Nep
8,屆,Nf
8,會不會,D
8,是,SHI
8,最,Dfa
8,接近,VH
8,去,VCL
8,美國,Nc
8,的,DE
8,屆,VJ
9,今晚,Nd
9,巴拿馬,Nc
9,我們,Nh
9,中華隊,Na
9,同事,Na
9,早上,Nd
9,叫,VF
9,我,Nh
9,歐印,Nb
9,巴拿馬,Nc
9,除了,P
9,身,Na
9,上,Ncd
9,的,DE
9,現金,Na
9,我,Nh
9,還,D
9,打算,VF
9,拿,VC
9,信用卡,Na
9,預借,VD
9,現金,Na
9,你們,Nh
9,各位,Nh
9,晚上,Nd
9,鍋貼,Na
9,吃,VC
9,好吃,VH
9,滿,Dfa
10,米納桑,Nb
10,空巴哇,I
10,我,Nh
10,破壞,VC
10,王,Nb
10,啦,T
10,破壞,VC
10,王日,Nb
10,球迷,Na
10,在,P
10,看,VC
10,轉播,VC
10,那,Nep
10,個,Nf
10,背景,Na
10,音,Na
10,過,VCL
10,個人,Nh
10,就,D
10,在,P
10,那邊,Ncd
10,叭叭,D
10,叭叭,D
10,叭叭叭,D
10,洗勒叭,Na
10,三,Neu
10,小,VH
10,你,Nh
10,在,P
10,叭,D
10,看看,Di
10,林北,Nb
10,等等,Cab
10,就,D
10,去,VCL
10,吧,T
10,你,Nh
10,的,DE
10,汽笛,Na
10,折斷,VC
10,耖,Na
11,世界,Nc
11,第二,Neu
11,歷史,Na
11,最,Dfa
11,強,VH
11,中華隊,Na
11,派出,VC
11,強投豪,Nb
11,打,VC
11,反觀,VC
11,對面,Ncd
11,笑死,VHC
11,巴拿馬,Nc
11,是,SHI
11,什麼,Nep
11,棒球,Na
11,鳥國,Nc
11,啦,T
11,中華隊,Na
11,隨便,VH
11,都,D
11,能,D
11,虐,VC
11,十,Neu
11,分,Nf
11,以上,Ng
11,我,Nh
11,想不,Dk
11,到,P
11,中華隊,Na
11,今晚,Nd
11,要,D
11,怎麼,D
11,輸,VD
12,魯題,Na
12,小弟,Na
12,再,D
12,看,VC
12,開幕戰,Na
12,洲際,Nc
12,球場,Nc
12,本壘,Na
12,後方,Ncd
12,都,D
12,是,SHI
12,統,VHC
12,的,DE
12,廣告,Na
12,，,COMMACATEGORY
12,這,Nep
12,效益,Na
12,也,D
12,太,Dfa
12,高,VH
12,了,T
12,吧,T
12,是,SHI
12,不,D
12,是,SHI
12,統麵,Na
12,賺爛,VC
12,了,Di
13,阿肥,Nb
13,要,D
13,看,VC
13,世界,Nc
13,棒球,Na
13,經典賽,Na
13,啦,T
13,大,VH
13,冰奶,Na
13,已經,D
13,準備好,VC
13,了,Di
13,感覺,VK
13,還,D
13,要,D
13,吃,VC
13,點,Nf
13,什麼,Nep
13,有,V_2
13,推薦,VC
13,的,DE
13,嗎,T
14,///,FW
14,棒球賽,Na
14,今天,Nd
14,古巴,Nc
14,對,P
14,荷蘭,Nc
14,現場,Nc
14,怎麼,D
14,堆,VC
14,國中生,Na
14,穿,VC
14,校服,Na
14,來,D
14,看,VC
14,也,D
14,不,D
14,是,SHI
14,棒球隊,Na
14,的,DE
14,感覺,VK
14,像是,SHI
14,校,Nc
14,外,Ncd
14,教學,VA
14,湊,VC
14,人數,Na
14,有,V_2
14,沒,D
14,有,V_2
14,卦,Na
15,三,Neu
15,個,Nf
15,月,Na
15,前世,Na
15,足看,VC
15,華視,Nc
15,娛樂城,Nc
15,廣告,Na
15,買好,VC
15,買滿,VC
15,王識賢,Nb
15,瘋狂,VH
15,預測,VE
15,勝負,Na
15,現在,Nd
15,世棒,Na
15,經典賽,Na
15,剛,D
15,注意,VK
15,了,Di
15,東森,Nc
15,三,Neu
15,檔局,Nc
15,間,Ncd
15,廣告,Na
15,竟然,D
15,都,D
15,沒有,VJ
15,任何,Neqa
15,娛樂城,Nc
15,出來,VA
15,是,SHI
15,政府,Na
15,下令,VE
15,博奕,Na
15,園區,Nc
15,不能,D
15,開,VC
15,預測,Na
15,嗎,T
15,還是,D
15,等,P
15,晚場,Na
15,中華隊,Na
15,比賽,Na
15,就,D
15,會,D
15,冒出來,VA
15,有迷,Na
15,有,V_2
15,娛樂城,Nc
15,的,DE
15,會員,Na
15,可以,D
15,講,VE
15,下,Ng
16,媒體,Na
16,來源,Na
16,聯合報,Nb
16,記者,Na
16,署名,VC
16,游振昇,Nb
16,完整,VH
16,新聞,Na
16,標題,Na
16,名人堂,Nc
16,球星,Na
16,李維拉,Nb
16,現身,VA
16,大甲,Nc
16,鎮瀾宮,Nc
16,球迷,Na
16,追星,VA
16,瘋狂,VH
16,完整,VH
16,新聞,Na
16,內文,Na
16,年,Nf
16,世界,Nc
16,棒球,Na
16,經典,Na
16,賽組,Na
16,預賽,Na
16,今晚,Nd
16,在,P
16,台中,Nc
16,洲際,Nc
16,棒球場,Nc
16,開打,VH
16,，,COMMACATEGORY
16,美國,Nc
16,職棒,Na
16,名人堂,Nc
16,球星,Na
16,洋基隊,Nb
16,退役,VH
16,傳奇,Na
16,守護神,Na
16,李維拉,Nb
16,將,D
16,擔任,VG
16,開幕戰,Na
16,開球,VA
16,嘉賓,Na
16,，,COMMACATEGORY
16,他,Nh
16,今天,Nd
16,中午,Nd
16,出現,VH
16,在,P
16,大甲,Nc
16,鎮瀾宮,Nc
16,，,COMMACATEGORY
16,眼尖,VH
16,球迷,Na
16,看,VC
16,到,VCL
16,後,Ng
16,瘋狂,VH
16,追星,VA
16,，,COMMACATEGORY
16,現場片,Na
16,騷動,VA
16,，,COMMACATEGORY
16,還,D
16,有,V_2
16,球迷,Na
16,興奮,VH
16,差點,D
16,跌倒,VA
16,美國,Nc
16,職棒,Na
16,名人堂,Nc
16,球星,Na
16,洋基隊,Nb
16,退役,VH
16,傳奇,Na
16,守護神,Na
16,李維拉,Nb
16,，,COMMACATEGORY
16,今天,Nd
16,和,P
16,王建民,Nb
16,相,D
16,見,VE
16,歡,VH
16,後,Ng
16,行程,Na
16,滿檔,VH
16,，,COMMACATEGORY
16,中午,Nd
16,出現,VH
16,在,P
16,大甲,Nc
16,鎮瀾宮,Nc
16,，,COMMACATEGORY
16,他,Nh
16,在,P
16,門口,Nc
16,下車,VA
16,，,COMMACATEGORY
16,立刻,D
16,被,P
16,球迷,Na
16,發現,VE
16,追上,VC
16,，,COMMACATEGORY
16,他,Nh
16,先,D
16,到,VCL
16,廟,Na
16,內,Ncd
16,參觀,VC
16,，,COMMACATEGORY
16,並,Cbb
16,參拜,VC
16,媽祖,Nb
16,等,Cab
16,神明,Na
16,大甲,Nc
16,鎮瀾宮,Nc
16,副董事長,Na
16,鄭銘坤,Nb
16,引導,VC
16,解說,VC
16,，,COMMACATEGORY
16,很多,Neqa
16,民眾,Na
16,爭,VC
16,著,Di
16,想,VE
16,跟,P
16,李維拉,Nb
16,握手,VA
16,拍照,VB
16,，,COMMACATEGORY
16,他,Nh
16,親切,VH
16,與,Caa
16,民眾,Na
16,合影,VA
16,，,COMMACATEGORY
16,還,D
16,有,V_2
16,國小,Nc
16,的,DE
16,棒球,Na
16,隊員,Na
16,開心,VH
16,和,Caa
16,偶像,Na
16,合照,VA
16,美國,Nc
16,職棒,Na
16,大聯盟,Na
16,，,COMMACATEGORY
16,簡稱,VG
16,名人堂,Nc
16,球星,Na
16,紐約,Nc
16,洋基,Nb
16,守護神,Na
16,李,Nb
16,維拉,Nb
16,昨天,Nd
16,在,P
16,台北市,Nc
16,南港區,Nc
16,中國,Nc
16,信託,A
16,金融,Na
16,園區,Nc
16,參加,VC
16,李維拉,Nb
16,名人,Na
16,分享會,Na
16,，,COMMACATEGORY
16,解密,VB
16,棒球場,Nc
16,上,Ncd
16,戰功,Na
16,彪炳,VH
16,的,DE
16,傳奇,Na
16,生涯,Na
16,，,COMMACATEGORY
16,中國,Nc
16,信託,A
16,商業,Na
16,銀行,Nc
16,與,Caa
16,中華民國,Nc
16,棒球,Na
16,協會,Nc
16,攜手,D
16,，,COMMACATEGORY
16,邀請,VC
16,各,Nes
16,級,Na
16,棒球,Na
16,教練,Na
16,選手,Na
16,及,Caa
16,相關,VH
16,從業,VB
16,人員,Na
16,約,VC
16,人,Na
16,與會,VA
16,完整,VH
16,新聞,Na
16,連結,VC
16,或,Caa
16,短,VH
16,網址,Na
16,不可,D
16,用,VC
16,等,Cab
16,轉載,VC
16,媒體,Na
16,//////,FW
16,備註,VE
17,小魯,Nb
17,高雄,Nc
17,處,Nc
17,辣,VH
17,全球,Nc
17,億,Neu
17,人口,Na
17,期待,VK
17,的,DE
17,正式,VH
17,開打,VH
17,晚上,Nd
17,中華隊,Na
17,要,D
17,強,VH
17,碰,VC
17,巴拿馬,Nc
17,運彩,VA
17,賠率,Na
17,中華,Nc
17,不,D
17,讓,VL
17,分,VC
17,等於,VG
17,下,Nes
17,間,Nf
17,房,Na
17,會,D
17,變,VH
17,間,Ng
17,拿去,VC
17,弄,VC
17,個,Di
17,娛樂室,Nc
17,或者,Caa
17,儲藏室,Nc
17,都,D
17,划算,VH
17,吧,T
17,如果,Cbb
17,坪,Nf
17,去,D
17,算,VE
17,也,D
17,有,V_2
17,坪,Nf
17,耶,T
17,有沒有,D
17,今晚,Nd
17,根本,D
17,讓,VL
17,人,Na
17,翻身,VA
17,的,DE
17,晚,VH
17,運,VC
17,彩光,Na
17,賠,VD
17,這,Nep
17,爛賠率,Na
17,也,D
17,會,D
17,賠到,VD
17,破產,VH
17,吧,T
17,有,V_2
17,沒,D
17,有,V_2
17,八卦,Na
18,經典賽,Na
18,第,Neu
18,場,Nf
18,荷蘭路,Nc
18,壓,VC
18,著,Di
18,古巴,Nc
18,打,VC
18,，,COMMACATEGORY
18,古巴,Nc
18,只有,D
18,支,VC
18,安打,Na
18,最後,Nd
18,荷蘭,Nc
18,擊敗,VC
18,古巴,Nc
18,晚場,Na
18,中華隊,Na
18,，,COMMACATEGORY
18,大家,Nh
18,幫,P
18,中華隊,Na
18,集氣,VA
18,加油,VB
19,世界,Nc
19,棒球,Na
19,經典賽,Na
19,，,COMMACATEGORY
19,怎麼,D
19,感覺,VK
19,沒有,VJ
19,世足,Nb
19,熱鬧,VH
19,，,COMMACATEGORY
19,相比,VB
19,之下,Ng
19,，,COMMACATEGORY
19,棒球,Na
19,有點,Dfa
19,像,VG
19,是,SHI
19,個,Nf
19,小,VH
19,圈圈,Na
19,在,P
19,那邊,Ncd
19,自,P
19,，,COMMACATEGORY
19,究竟,D
19,兩,Neu
19,大,VH
19,賽事,Na
19,差距,Na
19,有,V_2
19,多,Dfa
19,大,VH
19,呢,T
19,而且,Cbb
19,大聯盟,Na
19,感覺,VK
19,對,P
19,經典賽,Na
19,有,V_2
19,沒,D
19,很,Dfa
19,重視,VJ
19,，,COMMACATEGORY
19,很多,Neqa
19,明星,Na
19,球員,Na
19,不,D
19,打,VC
19,，,COMMACATEGORY
19,不,D
19,像,VG
19,世足賽,Nb
19,各,Nes
19,大,VH
19,球星,Na
19,爭相,D
19,參加,VC
19,，,COMMACATEGORY
19,感覺,VK
19,為,P
19,國家,Na
19,拿到,VC
19,大力,D
19,神杯,Na
19,無上,A
19,光榮,VH
19,啊,T
19,，,COMMACATEGORY
19,覺得,VK
19,有點,Dfa
19,空虛,VH
19,啊,T
20,各位,Nh
20,八卦,Na
20,肥宅,VH
20,瘦宅,Nc
20,下午,Nd
20,好,VH
20,現在,Nd
20,人,Na
20,在,P
20,星巴克,Nb
20,等,VC
20,著,Di
20,進,VCL
20,洲際,Nc
20,看,VC
20,是,SHI
20,不,D
20,是,SHI
20,很,Dfa
20,潮,VH
20,啊,T
20,啊,T
20,啊,T
20,///,FW
21,晚上,Nd
21,中華隊,Na
21,首,Nes
21,戰,Na
21,要,D
21,對上,VC
21,巴拿馬,Nc
21,我們,Nh
21,是,SHI
21,世界,Nc
21,排名,VG
21,第二,Neu
21,陣,Na
21,中,Ncd
21,還,D
21,有,V_2
21,宇宙,Na
21,無敵,VH
21,柏融,Nb
21,大王,Na
21,加上,Cbb
21,史,Na
21,上,Ng
21,最,Dfa
21,強,VH
21,的,DE
21,守護神,Na
21,里維拉,Nb
21,的,DE
21,前,Nes
21,隊友,Na
21,大樹哥,Na
21,的,DE
21,建仔,Nb
21,坐鎮,VCL
21,牛棚,Na
21,教練,Na
21,最,Dfa
21,重要,VH
21,的,DE
21,是,SHI
21,，,COMMACATEGORY
21,板上,Nc
21,鄉民,Na
21,都,D
21,跟,P
21,巴拿馬,Nc
21,總統,Na
21,有,V_2
21,些,Nf
21,交情,Na
21,這樣,VH
21,的,DE
21,組合,Na
21,應該,D
21,超穩,VH
21,的,T
21,吧,T
22,小魯周,Nb
22,遭,P
22,同事,Na
22,朋友圈,Na
22,完全,D
22,沒,VJ
22,人,Na
22,在,P
22,關心,VK
22,很多,Neqa
22,人,Na
22,聽到,VE
22,我,Nh
22,講,VE
22,才,Da
22,知道,VK
22,有,V_2
22,這,Nep
22,個,Nf
22,比賽,Na
22,然後,D
22,有,V_2
22,妹子,Na
22,問,VE
22,我,Nh
22,台灣隊,Na
22,有,V_2
22,誰,Nh
22,我,Nh
22,說,VE
22,那,Nep
22,個,Nf
22,二兵,Na
22,超強,VH
22,小可愛,Na
22,守備,VA
22,大聯盟,Na
22,等級,Na
22,二世,Na
22,大賽型,Na
22,人,Na
22,來,D
22,瘋,VH
22,打擊,VC
22,四冠王,Na
22,林立,VH
22,攻擊型,Na
22,捕手,Na
22,鞏冠,Nb
22,也,D
22,值得,VH
22,期待,VK
22,結果,Dk
22,對方,Nh
22,臉,Na
22,黑人,Na
22,問號,Na
22,覺得,VK
22,我,Nh
22,到底,D
22,在,P
22,供,VF
22,三,Neu
22,小,VH
22,都,D
22,年,Na
22,了,Di
22,大部份,Neqa
22,球迷,Na
22,還是,D
22,只,Da
22,知道,VK
22,鋒哥,Na
22,老王,Nb
22,欸,I
22,我,Nh
22,說,VE
22,台灣,Nc
22,國球,Na
22,不,D
22,是,SHI
22,棒球,Na
22,嗎,T
22,而且,Cbb
22,台灣,Nc
22,還是,Caa
22,主辦國,Nc
22,耶,T
22,對比,VB
22,去年,Nd
22,台灣,Nc
22,全民,Na
22,瘋,VH
22,世足,Nb
22,的,DE
22,盛況,Na
22,臉書,Na
22,堆,VC
22,妹子,Na
22,在,P
22,轉發,VD
22,梅西,Nb
22,照片,Na
22,好多,Neqa
22,人,Na
22,都,D
22,哭,VA
22,了,Di
22,我,Nh
22,還,D
22,以為,VE
22,去年,Nd
22,世足,Nb
