system_id,word,ner
46,中華隊,ORG
46,兩,CARDINAL
47,中華隊,ORG
48,經典賽,EVENT
48,中華隊,ORG
49,中華隊,ORG
50,八點半,TIME
50,中華隊,ORG
52,安安阿,PERSON
52,韓國,GPE
52,台灣,GPE
53,經典賽,EVENT
53,中華隊,GPE
53,林岳平,PERSON
53,陳致遠,PERSON
53,百萬,CARDINAL
54,中華隊,GPE
55,台北,GPE
55,日本隊,GPE
57,中華隊,ORG
57,中華隊,ORG
57,巴拿馬,GPE
58,台灣,GPE
58,日本,GPE
58,中華隊,GPE
58,大谷翔平,PERSON
59,中華隊,ORG
60,經典賽,EVENT
60,日本隊,GPE
60,經典賽,EVENT
60,台灣,GPE
60,中華隊,ORG
61,今天,DATE
61,巴拿馬,GPE
61,中華,GPE
62,前幾個月,DATE
62,世足,ORG
62,世足,EVENT
63,中華隊,GPE
63,四,CARDINAL
64,王真魚,PERSON
64,明開,PERSON
64,彭政閔,PERSON
64,台灣,GPE
64,世界棒球經典賽,EVENT
64,明天,DATE
64,台灣,GPE
64,中華隊,ORG
64,彭政閔,PERSON
64,中華隊,ORG
64,中華隊,GPE
64,台灣,GPE
64,經典賽,EVENT
64,明天,DATE
64,五天,DATE
64,中華隊,GPE
64,日本,GPE
64,東京,GPE
64,明天,DATE
64,巴拿馬,GPE
64,巴拿馬,GPE
64,昨天,DATE
64,梅西亞,PERSON
64,中華隊,GPE
64,彭政閔,PERSON
64,彭政閔,PERSON
64,世界棒球經典賽,EVENT
64,從月日,DATE
64,今天,DATE
64,明天,DATE
64,月日,DATE
64,彭政閔,PERSON
64,東京,GPE
64,邁阿密,GPE
64,中華隊,ORG
64,台灣,GPE
64,台灣,GPE
65,第四,ORDINAL
65,中華隊,ORG
65,中華隊,GPE
65,第四,ORDINAL
65,隔天,DATE
66,中華隊,ORG
66,今天,DATE
66,巴拿馬,GPE
66,巴拿馬,GPE
67,巴拿馬,GPE
67,張育成,PERSON
67,經典賽,EVENT
68,大聯盟,ORG
68,大聯盟,ORG
68,台灣,GPE
68,王曹,PERSON
69,公館,FAC
69,今年,DATE
69,中華隊,ORG
69,巴拿馬,GPE
69,中華隊,ORG
69,中華隊,GPE
69,今日,DATE
70,中華隊,ORG
71,台灣隊,ORG
71,台灣隊,ORG
71,台灣隊,ORG
71,國家隊,ORG
71,第二,ORDINAL
71,二,CARDINAL
71,台灣隊,ORG
72,中華隊,GPE
72,九,CARDINAL
73,卡達,GPE
73,世足,ORG
73,卡達,GPE
73,中華隊,ORG
73,巴拿馬,GPE
73,卡達,GPE
73,中華隊,GPE
74,李振昌,PERSON
74,李振昌,PERSON
74,日本,GPE
74,曹錦輝,PERSON
74,快年,DATE
75,中華隊,ORG
75,中國隊,ORG
75,今年,DATE
75,中華隊,ORG
75,中國隊,ORG
76,王建民,PERSON
76,今天,DATE
76,中華隊,ORG
76,當年,DATE
76,日本,GPE
76,明星隊,ORG
76,王建民,PERSON
77,三,CARDINAL
77,高宇杰,PERSON
77,今天,DATE
78,萬年,DATE
78,中華隊,ORG
79,中華隊,ORG
79,第二,ORDINAL
79,巴拿馬,GPE
80,喬丹,PERSON
80,九,CARDINAL
80,兩,CARDINAL
80,中華隊,ORG
81,世界盃,EVENT
81,張誌家,PERSON
81,南韓,GPE
81,日本,GPE
81,中華隊,ORG
81,日棒,GPE
81,王建民,PERSON
81,日本,GPE
81,南韓,GPE
81,今年,DATE
82,陳建志,PERSON
82,李維拉,PERSON
82,洋基,ORG
82,李維拉,PERSON
82,昨天,DATE
82,台中,GPE
82,台中,GPE
82,盧秀燕,PERSON
82,陳建志,PERSON
82,陳建志,PERSON
82,台中,GPE
82,今天,DATE
82,台中,GPE
82,美國,GPE
82,洋基隊,ORG
82,李維拉,PERSON
82,昨天,DATE
82,台中,GPE
82,第位,ORDINAL
82,美國,GPE
82,職棒大聯盟,ORG
82,台中,GPE
82,世界棒球經典賽,EVENT
82,台中,GPE
82,盧秀燕,PERSON
82,盧秀燕,PERSON
82,台灣隊,ORG
82,王建民,PERSON
82,美職洋基隊,ORG
82,李維拉,PERSON
82,李維拉,PERSON
82,榮譽市,GPE
82,台中,GPE
82,李維拉,PERSON
82,李維拉,PERSON
82,李維拉,PERSON
82,水源地文教基金會,ORG
82,葉晉玉,PERSON
82,今天,DATE
82,太平頭,LOC
82,多年,DATE
82,李維拉,PERSON
83,中華隊,ORG
83,義大利,GPE
83,三,CARDINAL
83,日,GPE
83,韓,GPE
83,美,GPE
83,台灣,GPE
83,義大利,GPE
83,台藍,PERSON
83,美國,GPE
83,法國,GPE
83,賽爾維亞,GPE
84,中華隊,ORG
85,中華隊,ORG
85,中華隊,ORG
85,巴拿馬,GPE
85,中華,GPE
85,巴,NORP
85,中華隊,GPE
85,三,CARDINAL
85,三,CARDINAL
85,先仔,PERSON
85,中文字,LANGUAGE
85,中文字,LANGUAGE
85,中文字,LANGUAGE
86,巴拿馬,GPE
86,巴拿馬,GPE
86,巴拿馬,GPE
87,中華隊,GPE
88,兩,CARDINAL
88,王建民,PERSON
88,曹錦輝,PERSON
88,郭泓志,PERSON
88,陳金鋒,PERSON
88,最近年,DATE
88,中華隊,ORG
88,中華隊,ORG
89,中華隊,GPE
89,中華隊,ORG
89,中華隊,ORG
89,巴拿馬,GPE
91,林襄,PERSON
91,陳金城,PERSON
91,巴拿馬,GPE
91,陳金城,PERSON
91,林襄,PERSON
91,林襄,PERSON
92,第分,ORDINAL
92,小玉,PERSON
93,中華隊,ORG
93,明天,DATE
93,明天,DATE
95,中華隊,ORG
95,臺灣,GPE
95,陳金鋒,PERSON
95,第幾,ORDINAL
96,安安,PERSON
96,豬哥嘌,PERSON
96,鍾,PERSON
96,兩,CARDINAL
96,中華隊,GPE
97,蔡英文,PERSON
97,洲際棒球場,FAC
97,台灣隊,ORG
97,民視新聞網,ORG
97,游明哲,PERSON
97,今日,DATE
97,台中洲,GPE
97,台灣隊,GPE
97,巴拿馬,GPE
97,民進黨,ORG
97,賴清德,PERSON
97,台中,GPE
97,盧秀燕,PERSON
97,台灣隊,ORG
97,蔡英文,PERSON
97,晚間,TIME
97,台灣隊,ORG
97,經典賽,EVENT
97,晚間,TIME
97,台中洲際棒球場,FAC
97,台灣隊,GPE
97,巴拿馬,GPE
97,晚間,TIME
97,賴清德,PERSON
97,李維拉,PERSON
97,彭政閔,PERSON
97,王建民,PERSON
97,蔡英文,PERSON
97,晚間,TIME
97,台灣隊,ORG
97,十年,DATE
97,世界棒球經典賽,EVENT
97,今年,DATE
97,台灣,GPE
97,台灣,GPE
97,台灣隊,ORG
97,今晚,TIME
97,台灣,GPE
97,巴拿馬,GPE
97,台灣隊,ORG
97,台灣,GPE
97,台灣,GPE
97,東京,GPE
97,邁阿密,GPE
98,中華隊,ORG
99,中華隊,ORG
100,三,CARDINAL
100,王柏融,PERSON
100,中華民國,GPE
100,老王,PERSON
100,中華隊,ORG
100,八卦板,PERSON
100,三,CARDINAL
100,五,CARDINAL
101,中華隊,ORG
101,中華隊,ORG
101,千,CARDINAL
102,好幾年,DATE
102,中華隊,ORG
102,台灣,GPE
102,前幾年,DATE
102,今天,DATE
102,小玉,PERSON
102,小玉,PERSON
103,四年前,DATE
103,台灣職棒聯盟,ORG
103,四,CARDINAL
103,當年,DATE
103,三,CARDINAL
103,中華隊,ORG
103,兩,CARDINAL
103,當年,DATE
104,三,CARDINAL
104,今天,DATE
105,王曹郭,PERSON
105,兩,CARDINAL
106,中華隊,ORG
106,以色列,GPE
106,荷蘭,GPE
106,韓國,GPE
106,兩,CARDINAL
106,中華隊,GPE
107,阿肥,ORG
107,今天,DATE
107,愛爾達,ORG
108,中華隊,ORG
108,今年,DATE
108,富邦,ORG
109,中華隊,ORG
110,今天,DATE
110,巴拿馬,GPE
110,巴拿馬,GPE
110,愛爾達,ORG
111,今天,DATE
111,中華隊,ORG
111,巴拿馬,GPE
111,五,CARDINAL
111,四,CARDINAL
112,中華隊,GPE
112,中華隊,ORG
112,中華隊,ORG
113,經典賽,EVENT
114,中華隊,ORG
114,台灣,GPE
114,日,GPE
114,第六,ORDINAL
114,巴拿馬,GPE
114,日,GPE
115,中華隊,ORG
115,三,CARDINAL
116,三分,TIME
116,七,CARDINAL
116,中華隊,ORG
116,明天,DATE
117,張二兵,PERSON
118,中華隊,GPE
118,台中港,FAC
119,荷蘭古巴,GPE
119,巴拿馬,GPE
119,中華,GPE
119,大谷翔平,PERSON
120,巴拿馬,GPE
120,中華隊,ORG
120,巴拿馬,GPE
120,中華隊,ORG
120,當年,DATE
120,彭政閔,PERSON
120,林智勝,PERSON
120,陳金鋒,PERSON
120,陳鏞基,PERSON
121,阿根廷,GPE
121,第二,ORDINAL
121,世足賽,EVENT
121,沙烏地阿拉伯,GPE
121,梅西,PERSON
121,中華隊,ORG
121,甘蔗路,FAC
121,邁阿密,GPE
122,巴拿馬,GPE
122,中華隊,GPE
122,巴拿馬,GPE
122,荷蘭義大利古巴,GPE
123,中華隊,ORG
123,台灣,GPE
123,今天,DATE
124,第六,ORDINAL
124,第十二,ORDINAL
124,中華隊,ORG
124,三,CARDINAL
124,中文字,LANGUAGE
124,中文字,LANGUAGE
124,中文字,LANGUAGE
125,中華隊,ORG
125,巴拿馬,GPE
125,六,CARDINAL
125,前幾天,DATE
125,大谷,PERSON
125,日職,GPE
125,兩,CARDINAL
125,日本隊,ORG
126,今天,DATE
126,中華隊,ORG
127,第二,ORDINAL
127,中華隊,ORG
127,李維拉,PERSON
127,王建民,PERSON
128,今天,DATE
128,巴拿馬,GPE
128,里維拉,PERSON
128,台灣,GPE
128,王建民,PERSON
129,張育成,PERSON
129,情勒,PERSON
130,日本,GPE
130,美國,GPE
130,林襄,GPE
131,巴拿馬,GPE
131,艾連,PERSON
131,胡智為,PERSON
131,中華隊,GPE
132,中華隊,ORG
132,台灣,GPE
132,中華隊,ORG
132,台灣,NORP
132,第二,ORDINAL
133,吳政紘,PERSON
133,中華隊,ORG
133,巴拿馬,GPE
133,世界棒球經典賽,EVENT
133,今日,DATE
133,中午,TIME
133,兩,CARDINAL
133,荷蘭,GPE
133,古巴,GPE
133,中華隊,ORG
133,經典賽,EVENT
133,今晚,TIME
133,巴拿馬,GPE
133,日,GPE
133,義大利,GPE
133,日,GPE
133,荷蘭,GPE
133,日中午,TIME
133,古巴隊,GPE
133,中華隊,ORG
133,中華隊,ORG
133,荷蘭隊,GPE
133,今晚,TIME
133,巴拿馬,GPE
133,古巴,GPE
133,義大利,GPE
133,中華隊,GPE
133,中華隊,ORG
133,東京,GPE
133,八,CARDINAL
133,美國,GPE
133,日本,GPE
133,中華隊,ORG
133,大聯盟,ORG
133,張育成,PERSON
133,林子偉,PERSON
133,日職,NORP
133,王柏融,PERSON
133,吳念庭,PERSON
133,宋家豪,PERSON
133,荷蘭,GPE
133,古巴義大利,GPE
133,巴拿馬,GPE
133,中華隊,ORG
133,巴拿馬,GPE
133,古巴隊,ORG
133,大聯盟,ORG
133,義大利,GPE
133,義大利,GPE
133,荷蘭隊,GPE
133,今年,DATE
133,教士隊,ORG
133,年億美元,MONEY
133,台灣,GPE
133,荷蘭隊,GPE
133,經典賽,EVENT
133,古巴荷蘭,GPE
133,巴拿馬,GPE
133,台灣,GPE
133,愛爾達,ORG
133,台東森電視台,ORG
133,巴拿馬,GPE
135,今天,DATE
135,歐巴馬,PERSON
135,中華隊,ORG
135,今天,DATE
135,健仔,PERSON
135,中華隊,ORG
135,李維拉,PERSON
135,台灣,GPE
135,中華隊,ORG
135,李維拉,PERSON
135,中華隊,ORG
135,李維拉,PERSON
135,王建民,PERSON
135,李維拉,PERSON
136,今年,DATE
136,世界棒球經典賽,EVENT
136,台灣,GPE
136,台灣,GPE
136,中華隊,ORG
136,大聯盟,ORG
137,中華隊,ORG
137,巴拿馬,GPE
137,中華隊,ORG
138,六,CARDINAL
138,七,CARDINAL
139,今天,DATE
139,中華隊,ORG
139,英文台,LANGUAGE
139,今天,DATE
140,中華隊,ORG
140,四,CARDINAL
141,台灣,GPE
141,中華隊,ORG
141,第二,ORDINAL
141,兩,CARDINAL
141,中華隊,ORG
142,台灣,GPE
142,甲子園聯隊,ORG
142,平鎮穀保,ORG
142,中華隊,GPE
142,國際賽,EVENT
143,中華隊,ORG
144,第天,DATE
144,中華隊,GPE
144,普普,PERSON
144,八,CARDINAL
145,三,CARDINAL
145,中華隊,ORG
146,中華隊,ORG
146,巴拿馬,GPE
146,中華隊,ORG
147,中華隊,ORG
147,美國,GPE
148,智,PERSON
149,巴拿馬,GPE
149,中華隊,ORG
150,中華隊,ORG
150,古巴隊,ORG
150,古巴,GPE
150,今天,DATE
151,四,CARDINAL
151,四,CARDINAL
151,張育成,PERSON
151,齁齁齁齁齁齁齁齁齁齁齁,LOC
152,兩萬,CARDINAL
152,崇德路,FAC
152,明天,DATE
152,六,CARDINAL
152,七,CARDINAL
152,中華隊,ORG
153,今天,DATE
153,中華隊,GPE
154,巴拿馬,GPE
154,中華隊,ORG
154,中華,GPE
154,中華隊,ORG
155,中華隊,ORG
155,巴拿馬,GPE
155,阿落後,PERSON
156,今天,DATE
156,晚上,TIME
156,十點,TIME
156,中華隊,ORG
157,中華隊,GPE
157,今天,DATE
157,日本,NORP
157,日本,GPE
158,富邦,ORG
158,邦邦,PERSON
158,中職,ORG
158,巴拿馬,GPE
159,中華隊,ORG
159,巴拿馬,GPE
159,今天,DATE
160,中華隊,ORG
160,北京奧運,EVENT
160,經典賽,EVENT
160,世大運,EVENT
160,臺北世大運,EVENT
160,智傑,PERSON
160,臺北,GPE
161,中華隊,GPE
161,巴拿馬,GPE
161,三,CARDINAL
161,中文字,LANGUAGE
161,中文字,LANGUAGE
161,中文字,LANGUAGE
162,洨哥哥洨,PERSON
162,晚上,TIME
162,今天,DATE
162,中華民國,GPE
162,中華隊,ORG
162,中國台北隊,ORG
162,中國人,NORP
162,中國人,NORP
162,洨魯,PERSON
163,世界棒球經典賽的資格賽,EVENT
163,八成,CARDINAL
163,台灣,GPE
163,新竹棒球場,FAC
163,億,CARDINAL
164,第二,ORDINAL
164,經典賽,EVENT
164,日,GPE
164,韓,GPE
164,日本七局,ORG
164,韓國,GPE
164,兩天,DATE
164,韓國,GPE
164,日本,GPE
164,美國,GPE
164,韓國,GPE
164,日本,GPE
164,日本,GPE
164,今天,DATE
164,中華隊,ORG
164,三,CARDINAL
165,中華隊,ORG
165,今天,DATE
166,新竹球場,FAC
166,中華隊,ORG
167,日棒,GPE
167,第場,ORDINAL
167,台灣隊,ORG
167,巴拿馬,GPE
167,台灣棒球隊,ORG
167,台灣隊,ORG
168,張幾千,PERSON
169,巴拿馬,GPE
169,中華隊,ORG
169,中華隊,ORG
169,國際賽,EVENT
169,今天,DATE
170,台灣,GPE
170,日,GPE
170,日職,NORP
171,日本隊,ORG
171,中華隊,ORG
171,日本隊,GPE
171,台灣,GPE
171,台灣,GPE
171,日本隊,GPE
171,八,CARDINAL
172,四,CARDINAL
172,中華台北,GPE
172,四,CARDINAL
172,今天,DATE
172,巴拿馬,GPE
172,今天,DATE
172,中華台北,GPE
172,這個禮拜,DATE
174,明天,DATE
174,阿共,ORG
174,日本,GPE
174,王大谷,PERSON
174,中華隊,GPE
174,台灣,GPE
174,阿共,ORG
174,明天,DATE
174,阿共,ORG
175,中華隊,ORG
175,巴拿馬,GPE
175,明天,DATE
176,中華隊,ORG
177,中華隊,ORG
177,中華隊,ORG
177,中華隊,ORG
177,兩,CARDINAL
177,台灣,GPE
177,東南亞,LOC
178,前幾天,DATE
178,經典賽,EVENT
178,第天,DATE
178,明天,DATE
179,瑞斗,PERSON
179,中華隊,ORG
179,貴桑桑,PERSON
180,松阪大輔,PERSON
180,中華隊,ORG
180,三,CARDINAL
181,巴拿馬,GPE
181,二,CARDINAL
182,台灣,GPE
182,中華隊,ORG
183,育誠,PERSON
183,中華隊,ORG
183,育誠,PERSON
184,小時,TIME
184,今天,DATE
184,巴拿馬,GPE
184,後天,DATE
184,義大利,GPE
185,巴拿馬,GPE
185,五,CARDINAL
185,中華隊,ORG
186,中華隊,ORG
187,陳立勳,PERSON
187,中華隊,ORG
187,中華隊,ORG
187,今天,DATE
187,台中洲際球場,FAC
187,巴拿馬,GPE
187,中華隊,ORG
187,中華隊,ORG
187,中華隊,GPE
187,中華隊,ORG
187,南韓,GPE
187,第二,ORDINAL
187,日本隊,ORG
187,中國,GPE
187,大陸,GPE
187,第二,ORDINAL
187,中華隊,ORG
187,南韓,GPE
187,中國大陸,GPE
187,中華隊,ORG
187,第三,ORDINAL
187,王建民先發局,ORG
187,澳洲,GPE
187,澳洲,GPE
187,中華隊,ORG
187,以色列,GPE
187,荷蘭,GPE
187,南韓,GPE
187,中華隊,ORG
187,巴,GPE
187,中華隊,ORG
187,巴拿馬,GPE
187,大聯盟,ORG
187,梅西亞,PERSON
188,今天,DATE
188,巴拿馬,GPE
188,今天,DATE
188,中華隊,ORG
188,圍巴,GPE
189,安安,PERSON
189,巴西,GPE
189,德國,GPE
189,今天,DATE
189,中華隊,ORG
189,運河國,GPE
190,今天,DATE
190,中華隊,ORG
190,巴拿馬,GPE
190,中華隊,ORG
190,明天,DATE
190,中華隊,ORG
191,日本,GPE
192,今天,DATE
192,巴拿馬,GPE
192,中華隊,ORG
192,吳念庭,PERSON
193,第二,ORDINAL
193,第三,ORDINAL
193,第四,ORDINAL
193,二十幾年,DATE
193,中華隊,ORG
193,十萬,CARDINAL
194,中華隊,ORG
195,今天,DATE
195,中華隊,ORG
195,明天,DATE
196,台灣,GPE
196,三,CARDINAL
197,中華民國,GPE
197,中華民國,GPE
197,國際賽,EVENT
198,林岳平,PERSON
198,丘哥丘昌榮,PERSON
198,林威助,PERSON
198,隔年,DATE
198,林威助,PERSON
198,四,CARDINAL
198,去年,DATE
198,四,CARDINAL
199,安安安安安,PERSON
199,中華隊,ORG
199,幾秒,TIME
200,華視,ORG
200,黃傲天,PERSON
200,陳建達,PERSON
200,世界棒球經典賽,EVENT
200,中華隊,ORG
200,月日至日,DATE
200,萬,CARDINAL
200,中華隊,ORG
200,這幾天,DATE
200,萬,CARDINAL
200,零元,MONEY
200,月日,DATE
200,日,GPE
200,萬,CARDINAL
200,萬,CARDINAL
200,中華隊,ORG
200,家電供應商,ORG
200,李建輝,PERSON
200,中華隊,ORG
200,日,GPE
200,中華隊,ORG
200,中華隊,ORG
200,兩,CARDINAL
200,萬,CARDINAL
200,鄭,PERSON
200,台灣,GPE
200,中華隊,ORG
200,中華隊,ORG
200,月日至日,DATE
200,林瓊芬,PERSON
200,台灣隊,ORG
200,推生啤酒,ORG
200,中華隊,ORG
200,中華隊,ORG
