system_id,sentence
9,今晚巴拿馬我們中華隊
9,同事早上叫我歐印巴拿馬
9,除了身上的現金
9,我還打算拿信用卡預借現金
9,你們各位晚上鍋貼吃好吃滿
10,米納桑空巴哇
10,我破壞王啦
10,破壞王日球迷在看轉播
10,那個背景音過個人就在那邊
10,叭叭叭叭叭叭叭
10,洗勒叭三小
10,你在叭看看
10,林北等等就去吧你的汽笛折斷耖
11,世界第二
11,歷史最強中華隊
11,派出強投豪打
11,反觀對面
11,笑死
11,巴拿馬是什麼棒球鳥國啦
11,中華隊隨便都能虐十分以上
11,我想不到中華隊今晚要怎麼輸
12,魯題
12,小弟再看開幕戰洲際球場本壘後方
12,都是統的廣告，這效益也太高了吧
12,是不是統麵賺爛了
13,阿肥要看世界棒球經典賽啦
13,大冰奶已經準備好了
13,感覺還要吃點什麼
13,有推薦的嗎
14,///
14,棒球賽今天古巴對荷蘭
14,現場怎麼堆國中生穿校服來看
14,也不是棒球隊的
14,感覺像是校外教學湊人數
14,有沒有卦
15,三個月前世足看華視
15,娛樂城廣告買好買滿
15,王識賢瘋狂預測勝負
15,現在世棒經典賽
15,剛注意了東森三檔局間廣告
15,竟然都沒有任何娛樂城出來
15,是政府下令博奕園區不能開預測嗎
15,還是等晚場中華隊比賽就會冒出來
15,有迷有娛樂城的會員可以講下
16,媒體來源聯合報
16,記者署名游振昇
16,完整新聞標題
16,名人堂球星李維拉現身大甲鎮瀾宮球迷追星瘋狂
16,完整新聞內文
16,年世界棒球經典賽組預賽今晚在台中洲際棒球場開打，美國職棒名人堂球星洋基隊
16,退役傳奇守護神李維拉將擔任開幕戰開球嘉賓，他今天中午出現在大甲鎮瀾宮，眼尖球迷看
16,到後瘋狂追星，現場片騷動，還有球迷興奮差點跌倒
16,美國職棒名人堂球星洋基隊退役傳奇守護神李維拉，今天和王建民相
16,見歡後行程滿檔，中午出現在大甲鎮瀾宮，他在門口下車，立刻被球迷發現追上，他先到廟
16,內參觀，並參拜媽祖等神明
16,大甲鎮瀾宮副董事長鄭銘坤引導解說，很多民眾爭著想跟李維拉握手拍照，他親切與民眾
16,合影，還有國小的棒球隊員開心和偶像合照
16,美國職棒大聯盟，簡稱名人堂球星紐約洋基守護神李
16,維拉昨天在台北市南港區中國信託金融園區參加李維拉名人分享會，解密棒球場上戰功
16,彪炳的傳奇生涯，中國信託商業銀行與中華民國棒球協會攜手，邀請各級棒球教練選手及
16,相關從業人員約人與會
16,完整新聞連結或短網址不可用等轉載媒體
16,//////
16,備註
17,小魯高雄處辣
17,全球億人口期待的正式開打
17,晚上中華隊要強碰巴拿馬
17,運彩賠率中華不讓分
17,等於下間房會變間
17,拿去弄個娛樂室或者儲藏室都划算吧
17,如果坪去算也有坪耶
17,有沒有今晚根本讓人翻身的晚
17,運彩光賠這爛賠率也會賠到破產吧
17,有沒有八卦
18,經典賽第場
18,荷蘭路壓著古巴打，古巴只有支安打
18,最後荷蘭擊敗古巴
18,晚場中華隊，大家幫中華隊集氣加油
19,世界棒球經典賽，
19,怎麼感覺沒有世足熱鬧，
19,相比之下，
19,棒球有點像是個小圈圈在那邊自，
19,究竟兩大賽事差距有多大呢
19,而且大聯盟感覺對經典賽有沒很重視，
19,很多明星球員不打，
19,不像世足賽各大球星爭相參加，
19,感覺為國家拿到大力神杯無上光榮啊，
19,覺得有點空虛啊
20,各位八卦肥宅瘦宅下午好
20,現在人在星巴克
20,等著進洲際看
20,是不是很潮啊啊啊
20,///
21,晚上中華隊首戰要對上巴拿馬
21,我們是世界排名第二
21,陣中還有宇宙無敵柏融大王
21,加上史上最強的守護神里維拉的前隊友
21,大樹哥的建仔坐鎮牛棚教練
21,最重要的是，板上鄉民都跟巴拿馬總統有些交情
21,這樣的組合應該超穩的吧
22,小魯周遭同事朋友圈完全沒人在關心
22,很多人聽到我講才知道有這個比賽
22,然後有妹子問我台灣隊有誰
22,我說那個二兵超強小可愛守備大聯盟等級二世大賽型人來瘋打擊四冠王林立攻擊型
22,捕手鞏冠也值得期待
22,結果對方臉黑人問號覺得我到底在供三小
22,都年了大部份球迷還是只知道鋒哥老王
22,欸我說台灣國球不是棒球嗎而且台灣還是主辦國耶
22,對比去年台灣全民瘋世足的盛況
22,臉書堆妹子在轉發梅西照片好多人都哭了
22,我還以為去年世足冠軍是台灣隊勒
23,來源
23,////
23,經典賽首戰巴拿馬
23,中華隊先發打線出爐
23,王柏融扛棒
23,記者吳政紘台中報導
23,中華隊先發打線
23,棒鄭宗哲二壘
23,二棒林立
23,三棒林子偉右外野
23,七棒江坤宇游擊
23,八棒高宇杰捕手
23,九棒陳傑憲中外野
23,先發投手胡智為
24,如題啦
24,阿肥晚點會看球賽啦，
24,想說如果中華隊輸球定會很難過，
24,那如果等等先去買運彩買巴拿馬贏球，
24,這樣不就輸贏都快樂了嗎
24,有沒有中華隊輸贏都快樂的卦啊
25,備註請放最後面違者新聞文章刪除
25,媒體來源
25,聯合報
25,記者署名
25,蘇志畬
25,完整新聞標題
25,荷蘭首勝敲關鍵安川普感謝阿魯巴家人應援
25,完整新聞內文
25,荷蘭隊今天在世界棒球經典賽以擊敗古巴隊，第場比賽就旗開得勝，捕手川普
25,敲出擴大領先的關鍵安打，他感謝在阿魯巴群島的家人熬夜為自己加油
25,荷蘭與古巴前局以戰平，局下荷蘭先靠著帕拉修斯的安打敲
25,回超前分，接著川普在出局二三壘有人時再敲出安打，帶有分打點，荷蘭隊就此領先
25,到最後
25,荷蘭隊總教練穆倫斯表示，能夠贏下第場比賽很重要，球隊吞下
25,定心丸，中間遇到幾次狀況，也有非常好的守備化險為夷，幾位球員都有敲出安打，其中
25,川普那支安打很關鍵，才能夠拿下這重要勝
25,來自荷屬阿魯巴群島的川普則說，當地時間是凌晨點，但全家人都起為我加油，很
25,高興有這個機會代表荷蘭參賽
25,川普也說自己選球不算很好，擊中球帶點幸運成分，
25,這支安打很重要，但前面的打者也都很重要，才能夠適時得分
25,荷蘭先發投手布洛克雖然第局就投出次四壞，但最終投完局只掉分
25,，穆倫斯表示，對他有足夠信任，因為用球數偏多所以比較早退場，之前他的手臂有些
25,傷，今天對他對我們都很重要，能夠展現能耐，沒想過換人
25,古巴隊總教練強森則是，比賽過程很拉鋸，雖然輸掉比賽，但不到
25,警訊，只是打擊需要做些調整，比賽才剛開始，明天是新的天有新的比賽，切還
25,沒結束，剩下三場比賽，每場都很重要
25,迪斯派賽前練習因身體不適，今天未能出賽，強森表示，在得知
25,相關訊息後，也經過醫生評估，不勉強選手出賽
25,完整新聞連結或短網址不可用等轉載媒體
25,//////
25,備註
25,我川威武
26,小弟阿球啦
26,如題等等晚上七點中華隊第戰打巴拿馬啦
26,等等不知道該吃什麼配比賽
26,能請各位大大給點建議嗎
26,喔對了如果中華隊第輪全勝以下每推發
26,發到樓
26,大家幫中華隊加油賀姆賀
27,正在台中洲際啦
27,幹，現場妹好多喔
27,堆穿超辣的妹走來走去
27,現場也很多整團的學生來看球
27,他們看到這些妹，穿這樣，可以嗎
27,總之
27,等等就要開打了
27,現場有鄉民要相認的嗎
28,新聞雲
28,記者朱祖儀綜合報導年月日
28,中華隊贏球就吃雞排
28,經典賽祭品文懶人包來了他發千份最多
28,世界棒球經典賽今晚時中華隊迎戰巴拿馬，派出胡大哥胡智爲掛
28,帥先發，各界都相當關注，期望能幫忙集氣讓中華隊前進東京巨蛋，也有公眾人物及店家
28,發出祭品文，表示只要中華隊勝利或是晉級，就發雞排或是其他餐點，截稿前已有篇祭
28,品文
28,小商人
28,網紅小商人在上個月就發出祭品文，表示只要中華隊晉級到東京，就願意發份雞
28,排，尻對方支全壘打加碼份
28,另外，關心棒球的他也在臉書發出多篇文章，笑
28,說看新聞說經典賽球員的簽名球，吳念庭的已經賣完了，我建議試試啦啦隊的簽名照，
28,不要說賣完，現在是講翻桌率翻多快了
28,///
28,▲小商人喊話中華隊晉級到東京，就要發千份雞排
28,圖翻攝自小商人臉書
28,洪孟楷
28,國民黨立委洪孟楷也在日發文表示，只要中華隊在每贏場，就會發份雞排，晉級
28,複賽到東京再加碼份，如果路過關斬將，最多會發到份雞排，讓我們看好球
28,大聲應援守護主場期待吃美味雞排
28,///
28,▲洪孟楷說，中華隊贏場發份雞排
28,圖翻攝自洪孟楷臉書
28,風堂
28,為鼓勵台灣球迷參與經典賽，拉麵店風堂也推出活動，指出從月日起，每場中華隊賽
28,事開打前，臉書粉專和都會發出祭品文限時動態，只要當日比賽結果有達到祭品文條件
28,，除了風堂中山店及美食街店舖之外，隔天到全台風堂店鋪都可不限金額消費，憑
28,限時動態截圖換相對應贈品
28,另外，只要中華隊成功打進東京複賽，月曾填寫過門票抽獎活動者，以及月曾到店
28,消費填問卷者，都可以抽拉麵護照，只要抽中就可享年免費吃多碗拉麵，月日將
28,抽出中獎幸運兒
28,///
28,▲風堂也推出祭品活動
28,圖翻攝自風堂臉書
28,連鎖飲料店也推出活動，只要中華隊每贏場，全台門市都將送杯免費飲
28,料，勝送青龍茶王，二勝送荔枝金萱烏，三勝送加料奶茶，珍珠蒟蒻椰果粉粿
28,西米露仙草種料擇，四勝送甘蔗四季春
28,備註
28,要雞排不要鍋貼~
28,雞排不切小辣~
28,////
29,我先來個簡單的張育成應該在三棒
29,大王在四棒其他照舊
29,這樣才可以發揮打擊最大化吧
29,張育成又不算大棒
29,應該不需要排在四棒
29,鄉民覺得咧
30,台灣黑社會聚餐都可以了
30,世界級的沒道理辦不到巴
30,入場也安排個旗袍妹夾道歡迎
30,保證各國代表隊爽死
30,台灣黑道可以從政組頭可以買球隊
30,幫派辦個應該也是很合理
30,再弄個官方球版給他們獨家經營下去
30,到時錢像下雨樣的來
30,保證屆比屆辦的更豪華盛大
30,各位鍵盤球評同意嗎
31,世界棒球經典賽組小組循環賽今天正式開打
31,第場比賽祖國荷蘭以擊敗紅色閃電古巴
31,第二場比賽巴拿馬台灣
31,台灣運彩看好台灣獲勝不讓分的賠率只有
31,魯叔買台灣贏分賠率
31,大家買運彩了嗎
32,小魯妹邊看電視邊等開打
32,看到電影台在播以前愛看的當兵系列
32,這個畫質也太好了吧
32,跟以前完全不樣
32,///
32,///
32,第四台數位化快十年了是不是終於有進步的感覺了
32,有沒有八卦
32,然後廣告好像變更多了每次都以為要進正片了又給我繼續播廣告
33,星期五
33,二場都剛好
33,想要幫中華隊加油
33,但日本又有大谷又是世仇
33,感覺定很精彩
33,大家要選那場看呀
33,卦
34,偷改隊名成台灣隊
34,剛剛在看中華隊巴拿馬的經典賽
34,裡面轉播主播，現場觀眾，啦啦隊
34,都是喊中華隊
34,也喊很多年了
34,怎麼近幾年，小弟發現三立自由好像會偷改隊名
34,可能採訪球員，教練，主播的時候
34,採訪對象講到中華隊
34,然後三立自由的新聞稿就自動變換成台灣隊
34,這是什麼意思
34,有沒有偷改隊名的八卦
35,現在王建民上了啦
35,不過為什麼是在捕手那個位置
35,難道王建民轉捕手了嗎
35,不過有上中華隊應該就有靈氣加成
35,今天很穩了吧
36,小魯弟身旁很多棒球迷
36,想問下新竹狂熱棒球迷現在看到在台中舉辦
36,心理在想什麼
36,有掛嗎
36,新竹市長太爛不積極爭取辦在新竹
37,所謂台血，至少是台灣土生土長的孩子，
37,為了些夢想跟理念，出鍋築夢
37,然而很殘念的是，某些人領了藍本跟接受資本主義就變得臭不拉基的
37,藍本跟資本主義有啥錯
37,當然沒錯，臭酸掉的是人，不是有形物或無形概念
37,台血美國人，會支持還是美國呢
38,如題
38,運彩也覺得中華隊勝率高，
38,是不是看來穩了
38,今天中華隊投打是不是都令人舒服
38,巴拿馬瑟瑟發抖
38,掛
39,黨媒也只能這樣精神勝利法而已
39,還記得東奧時
39,直要全面執政的黨用台灣隊的名義去參加
39,結果咧
39,還不是樣用中華隊
39,///
40,///_
40,///
40,地球軍巴拿馬之戰首次登場的
40,機動戰士攻擊刃配色怎麼跟中華隊樣
40,攻擊刃第批次還因為趕著大量生產
40,連防護都沒裝
40,有沒有相關八卦
40,這會是巧合嗎
41,備註請放最後面違者新聞文章刪除
41,媒體來源
41,三立新聞網
41,記者署名
41,蕭保祥
41,完整新聞標題
41,經典賽台灣隊出戰
41,李維拉開球王建民蹲捕
41,完整新聞內文
41,年世界棒球經典賽組日晚間在台中洲際球場進行台灣隊與巴拿馬比賽，副總統賴清德
41,中華棒協理事長辜仲諒台中市長盧秀燕等人出席，與賴清德擔任開球來
41,賓，王建民擔任接球捕手接住李維拉的球
41,總統蔡英文用影片方式給予祝福，期待台灣隊捍衛台灣主場，，挺台灣
41,完整新聞連結或短網址不可用等轉載媒體
41,////
41,備註
41,感覺王建民開球完想跟李維拉交流，可是直在拍照
41,不知道李維拉會不會覺得自己難得來台灣，還要直拍照沒意義，他應該也想和王建民聊天
41,，畢竟十幾年沒見面了
42,日本人看到中華隊先發名單投手名字不是王建民
42,應該整個日本島國包含大谷本人都鬆口氣吧
42,當年整隊被王建民震撼教育
42,那顆卡特球應該光想到就不寒而慄吧
42,有卦
43,ㄧ壘有人短打打成雙殺
43,前面局二壘有人不短打
43,打個鳥界外高飛
43,這麼多年了基本功還是不行
43,每次看都很抖欸
43,能不能穩點啊
44,本魯剛剛看的比賽，發現啦啦隊的衣服是藍色加白色，為啥不是綠色嗎
44,綠色不是主流的顏色嗎
44,怎麼啦啦隊會選藍色和白色呢
45,"經典上開打,本該不缺席的新竹棒球場,結果因為球場亂蓋,導致無法符合大聯盟標準"
45,",棒球場還長香菇,世界奇觀"
45,",結果公務員怎麼都還沒被抓去關,瀆職是重罪,至少抓起來關個年再說吧"
45,",億打水飄,這些人真過份"
45,"新竹棒球場亂蓋,公務員都沒事嗎"
46,剛剛打開想看經典賽直播
46,發現有四種視角
46,///
46,主視角就是很般的視角
46,投打對決就不多說了
46,但是有另外兩個視角分別是台灣加油跟中華好棒
46,中華隊防守時
46,///
46,中華隊進攻時
46,///
46,感覺底下兩個視角都看不到球或球員
46,是真的懂還是假的懂
46,有沒有掛
47,熱身賽打中職土投
47,中華隊每個都安打全壘打分數直刷
47,正賽人家跟你玩真的樣打不出來
47,是不是以後不要吹的太早
47,熱身賽看看就可以了
47,有沒有八卦
48,經典賽
48,中華隊爆滿
48,看棒球前面的站起來如何處置
48,有沒有卦
49,如題啦
49,中華隊是沒投手了嗎
49,控球飄成這樣不換人
49,是不是沒投手要省點用
49,掛
50,如題，就是阿
50,肥宅我八點半還沒吃晚餐
50,想邊吃晚餐邊看中華隊
50,各位有什麼推薦的嗎
50,有卦
51,剛剛啊看
51,看著看著，又想到之前鄉民的文章
51,本來不在意的結果看了看發現
51,這次居然不是反指標了怎麼辦
52,正在的各位安安阿~~我就那個心齋橋哥啦
52,不得不說啦，韓國在推廣以及製作自己的演藝文化真的是強
52,從以前的到紅遍全球的，現在還給你出個
52,各大平台整天都在那邊，全世界的人爭相模仿這樣
52,你不得不佩服他們的行銷功力
52,最近台灣比較少新的團體出現了，我們就趁全球面對同樣的問題組團
52,"看起來有那種""新""的意思"
52,大家覺得組這團有沒有噴
52,瓜
53,大家豪
53,經典賽中華隊的總欸啦
53,林岳平
53,生涯代表作是對決爪爪
53,最後振臂叫囂氣得我們金戰士陳致遠可能因為聽不懂洋將垃圾話
53,度衝回去想拿翻譯機
53,我們的餅總離場前還順便比割喉
53,氣得百萬爪迷全體動員圍巴士
53,看過爪迷圍巴士的都幾歲了還是當年也有參與
53,可現身說法
53,///
53,_
53,有沒有餅總的八卦
54,運動常常有氣的問題
54,很多選手會傷停上廁所拐氣
54,中華隊現在去拐還來的及嗎
54,真的是客家換投手_
54,定要用好用滿
55,中華台北目前輸分了但不要太傷心賽前就知道這投手名單真的沒有個可以期待的嘻
55,嘻這屆看日本隊的比賽實在齁投手都又帥又強大家放寬心啦
56,慘案
56,話說投手教練可以熱身完自己投嗎
56,應該沒這限制拔
56,有沒有八卦
57,這屆中華隊最強的陣容
57,被外媒稱為史上最強
57,林襄峮峮帶隊
57,現在中華隊陷入劣勢
57,要上場比賽壓制巴拿馬打線了沒有
58,比了
58,看不看的到台灣對上日本啊
58,感覺涼了
58,大家覺得看得到中華隊遇的到大谷翔平嗎
59,如題
59,中華隊在熱身賽以全勝之姿進入到正式的比賽
59,結果才第場而已就露出原型
59,打者打擊不連貫投手控球不穩
59,是不是在熱身賽過太爽到了正式比賽直接烙賽
60,這次經典賽
60,本人支持的是日本隊
60,結果身旁朋友知道
60,就酸說不愛國的行為
60,我搞不懂欸
60,就算經典賽辦在台灣
60,也不定定要支持自己國家吧
60,為什麼不支持中華隊就是不愛國
61,努提~
61,終於開打了~
61,運彩今天開盤我就趕快去買
61,買了巴拿馬~結果被旁邊的人罵不愛國
61,我好傷心喔~~
61,早知買中華了~還可以被人家誇讚愛國人士
61,大家覺得呢~我是不是不愛國
62,如題
62,前幾個月看完世足
62,到現在還是覺得很感動也熱血
62,各個都有機會
62,還能看到老將最後舞
62,反觀
62,過程不是無聊就是被虐
62,這就是世足這麼受歡迎的原因嗎
63,朋友發問
63,現在中華隊那群雜魚是誰
63,這四個以前平常沒在看棒球的都認識
63,現在場上那群雜魚到底誰啊
64,媒體來源
64,記者署名
64,記者王真魚綜合報導
64,完整新聞標題
64,經典賽明開打
64,彭政閔信心喊話讓世界看見台灣
64,完整新聞內文
64,世界棒球經典賽明天點燃戰火，在台灣舉行的組賽事率先開打
64,中華隊晚間點對
64,戰巴拿馬，打擊教練彭政閔透過粉絲團為中華隊球員信心喊話，現在開始大家能夠目標
64,致團結力量捍衛主場，讓世界看見中華隊，讓世界看見台灣，加油
64,經典賽明天開始將連五天舉行場賽事，中華隊必須在組取得前名，才能打進前強
64,前進日本東京
64,明天首戰將交手巴拿馬
64,巴拿馬已在昨天揭曉先發投手，由梅西亞
64,打頭陣對戰中華隊
64,彭政閔透過彭政閔後援會粉絲團送給大家段話，很快的世界棒球經典賽即將開始
64,，從月日開訓到今天已經天，終於在明天月日即將開打整個團隊的付出與努力，
64,到現在歷歷在目點滴在心
64,不管看好或不看好，批評或支持，彭政閔說，都希望從現在開始大家能夠目標致理
64,念相同把心繫著起團結力量捍衛主場邁向東京前進邁阿密，爭取最高的榮耀
64,，讓世界看見中華隊，讓世界看見台灣，加油
64,完整新聞連結或短網址不可用等轉載媒體
64,////
64,備註
64,各位有看到台灣了嗎
65,///
65,講錯了啦是比
65,開幕戰才第四局就這樣出師不利
65,唉地獄豬首秀都表現得比中華隊好
65,加油中華隊嗚嗚嗚還能起舞嗎
65,然後第四局還沒結束就點了
65,哩現場的人隔天免上班
65,太神了吧
66,這個中華隊捕手
66,今天隱形失誤不少哀
66,多掉好幾分
66,如果巴拿馬總統有看比賽
66,應該頒發榮譽市民給他
66,我都想好賀詞了
66,"""功在巴拿馬你是我兄弟"""
67,目前比賽看下來
67,這次的巴拿馬口味鍋貼是可以準備開吃了
67,看到這種比數
67,那二兵張育成會不會後悔回來打這次的經典賽
68,大聯盟選手可以參賽
68,每個國家都好幾個大聯盟好手
68,台灣野手也有
68,但是投手沒有王曹那種等級
68,打不贏也是預料中的吧
68,你各位只要想著
68,我們啦啦隊慘電對手
68,就可以釋懷了
68,所以我決定專心看啦啦隊
68,我是不是很聰明
68,有掛嗎
69,嘿嘿
69,各路城志晚安喵
69,是小弟妹我啦公館小喵喵是也
69,今年處男小公貓
69,那個我發現我怎麼才剛回到家而已
69,中華隊怎麼馬上就分落後巴拿馬啊
69,◢▆▅▄▃崩╰〒皿〒╯潰▃▄▅▆◣
69,小喵喵我雖然還是個小處男
69,但如果我以後結婚生子
69,應該要讓我兒子先學哪種投球球種
69,才能振興中華隊的實力呀
69,各位肥宅們有哪些好的建議
69,好希望中華隊可以路贏下去啊
69,喵嗚嗚嗚
69,今日/第篇問卦
69,☺☺☺
69,附個圖
69,///
70,話說每次體育賽事來說
70,只要練習賽或熱身賽中華隊定成績光宗耀祖
70,但每次到正式比賽馬上被打回原形
70,不是技不如人而是心理素質奇差無比
70,或是會犯下些低級的錯誤不戰即敗
70,心理素質差要怎麼克服啊
71,雖然我們台灣隊在熱身賽拿下全勝
71,可是熱身賽顧名思義就只是在熱身調整的比賽
71,台灣隊拿下熱身賽全勝聽起來好像很屌
71,但會不會只有我們台灣隊在認真打
71,其他外國的國家隊根本只是在休閒打
71,甚至只是在做打擊訓練課程
71,例如第個打席的任務是打出右外野飛球出局
71,第二個打席要打出二壘方向滾地球
71,看似好像出局了很廢，其實他們可以隨意的控制打擊的方向
71,我們只看到台灣隊熱身賽全勝，但我們是不是把事情看得太單純了
72,年日棒球迷在現場看，了
72,請問中華隊只要出越位大招就能逆轉勝，
72,是嗎
72,如果平局是不是要九宮格大賽
72,有這方面的卦嗎
73,卡達是上屆世足主辦國
73,也因為這樣才有機會在國際舞台上
73,跟流各國豪強比賽
73,經典賽主辦國在我們這
73,雖然世界積分排名很前面
73,但是國際賽輸多勝少
73,卡達分組賽可以說是陪公子練劍
73,球門被踢爆
73,中華隊經典賽對上分組最弱的巴拿馬
73,也是被吊起來毆打暴揍
73,這樣卡達比較慘還是中華隊啊
74,只掉分時不換李振昌現在爆了分才在李振昌
74,年那次對日本也是爆到無以復加了才派曹錦輝
74,有沒有快年過去了傳統都維持地很好的八卦
75,看到現在
75,我已經放棄中華隊奪冠的念頭了
75,不過
75,起碼要打贏中國隊吧
75,今年中華隊打的贏中國隊嗎
76,王建民看到今天的中華隊被打爆
76,想到當年經典賽對付日本明星隊，投了局沒失分
76,有沒有王建民看到現在情形在想啥
77,先抓戰犯啦
77,小玉，滿壘滾地
77,二兵，三振
77,高宇杰，直漏球，短打不跑
77,拳
77,誰才是今天戰犯啦
78,萬年不變的球衣看了就無言
78,萬年必吃的鍋貼，不吃就不是熟悉的
78,每次都唱什麼再出發
78,我看這次也可以唱燒肉粽吧
78,以前某次國際賽，我們中華隊不是也唱過嗎
78,呵呵，不意外
79,如題啦如果用熱身賽戰績來看中華隊應該很穩其他隊只有競爭分組第二的份結果目前
79,正賽被預測為組最弱的巴拿馬打了個攻守俱崩因為熱身過了頭
80,棒球之神喬丹曾經說過
80,比賽從九局下半兩出局後
80,才正式開始
80,所以你各位先別急
80,中華隊九下準備認真追分
81,年世界盃
81,張誌家本來只是個中繼
81,後來發現他投的比先發好
81,轉先發後對南韓完投失分
81,對日本完投完封拿下季軍
81,進中華隊前還是業餘的
81,身為日棒球迷
81,除了王建民就只記得他了
81,當年贏日本南韓真的爽
81,今年我們有什麼有名的投手嗎
82,備註請放最後面違者新聞文章刪除
82,媒體來源
82,自由
82,記者署名
82,陳建志
82,完整新聞標題
82,經典賽李維拉獲贈台中太平藍染領帶當地鄉親與有榮焉
82,完整新聞內文
82,///
82,前洋基守護神李維拉左昨天到台中，台中市長盧秀燕右致贈太平的客家藍染領帶
82,給他，讓當地居民與有榮焉
82,記者陳建志翻攝
82,記者陳建志台中報導年世界棒球經典賽組預賽今天在台中開打，美國職棒名
82,人堂球星洋基隊傳奇守護神李維拉應邀擔任開幕戰開球嘉賓，昨天
82,與夫人抵達台中，為表彰史上第位全票通過入選美國職棒大聯盟名人堂球星對台中舉辦
82,世界棒球經典賽的貢獻，台中市長盧秀燕特別頒發榮譽市民證書及獎章，還致贈在地台中
82,太平的客家藍染領帶絲巾，讓當地民眾與有榮焉
82,盧秀燕表示，經典賽台灣隊牛棚教練王建民過去效力美職洋基隊時期，李維拉擔任救援投
82,手，以精準犀利的卡特球為球隊守下場又場的勝利，成為最知名的棒球守護神，身為
82,主辦城市市長及球迷，很高興代表市府及全體市民歡迎李維拉等來賓來訪，並頒發榮譽市
82,民證書及獎章
82,現場除準備枇杷火龍果茂谷柑葡萄等台中在地的水果讓李維拉品嚐，更挑選太平藍
82,染領帶及絲巾，送給李維拉和他的家人，獨特風格的客家手工藍染讓李維拉驚豔不已
82,水源地文教基金會董事長葉晉玉今天表示，大地震後，帶領太平頭汴坑客家居民種植
