system_id,artTitle,artDate,artCatagory,artSecondCatagory,artUrl,artContent,dataSource
51,經典賽／宣傳品傳禁入球場？  承辦單位：可帶國旗進場,2023-03-07 16:33:00,運動,,https://udn.com/news/story/10785/7014964,世界棒球經典賽場內受大聯盟的規範，這次傳宣傳品被擋，跟是否有印製青天白日滿地紅的國旗無關，而是需經大聯盟同意。台灣區預賽承辦單位悍創表示，比賽時確定可以帶國旗入場。民進黨立委張廖萬堅今天在立法院會質詢指出，轉播世界棒球經典賽（WBC）的愛爾達電視台，印製有台灣名稱和國旗的賽程宣傳品，遭主辦方禁止帶入場發送。教育部長潘文忠回應，台灣觀眾要帶國旗、宣傳品進場，為台灣加油，這一定要全力支持。對此，A組預賽承辦單位悍創運動行銷表示，規範裡面並沒有規定不能帶國旗，所以當然比賽時可以帶，絕對不可能會擋國旗進場。在經典賽期間，所有比賽場內都受大聯盟的管轄和規範，因此這次傳出宣傳品被擋，跟上面是否有印製青天白日滿地紅的國旗無關，而是需經過大聯盟同意。悍創也表示，沒經過同意並無權在場內發放傳單。愛爾達則回應，相關細節不便透露，一切都照大聯盟規範，接下來會把精彩比賽呈現給大家。世界棒球經典賽A組預賽即將於明天正式開打，A組有地主台灣隊，還有巴拿馬、荷蘭、義大利、古巴隊，取2隊晉級。,UDN
52,經典賽 ／應援中華隊 中市餐飲飯店祭優惠,2023-03-07 18:03:00,運動,,https://udn.com/news/story/10785/7015172,2023年世界棒球經典賽（WBC）明天起在台中開打，台中市各商圈、夜市及公有市場都懸掛宣傳布條、加油看板，餐飲及飯店業者也祭出優惠，共同應援為台灣隊加油。2023年世界棒球經典賽（WBC）睽違10年重返台中舉辦，將於8日至12日在台中洲際棒球場開打。這場賽事成為台中市的盛會，台中市政府整合全市23大商圈、11大夜市及42處公有市場懸掛宣傳布條、跑馬燈及加油看板，共同應援為台灣隊加油。台中市政府預估經典賽期間將有10萬人潮湧入，民間業者也熱烈響應，祭出優惠方案，位於台中七期的「溫十八」溫體牛火鍋今天宣布，只要路過出示球賽票根或著球衣者，就可以兌換東海大學生產的手工牛奶冰棒1枝「吃冰棒、挺強棒」。溫十八總經理蕭淑惠接受媒體聯訪表示，台灣隊選手張育成日前也曾前來品嚐，還留下1顆簽名球，為了力挺台灣隊，7日到21日期間只要在溫十八臉書留言區預測經典賽冠軍隊，就可參加抽獎，22日中午抽出「雙人海陸套餐」1份，此外，憑票根、穿球衣或入場證明進來消費就可兌換手打牛肉丸1份。日月千禧酒店於8日到12日期間，憑票根、工作證住房也有優惠，平均下殺3.6折到4.4折。民眾於31日前持票根到「築間餐飲集團」旗下的築間幸福鍋物、燒肉Smile台中地區門店用餐，即贈9選1菜品；至有之和牛鍋物放題、本格和牛燒肉放題台中地區門店用餐，享免費升級火烤兩吃。,UDN
53,經典賽／只差「官宣」 中華隊首戰先發不提前亮牌但本人已知,2023-03-07 17:13:00,運動,,https://udn.com/news/story/10785/7015210,世界棒球經典賽明天開打，中華隊首戰巴拿馬隊，對於先發投手，總教練林岳平不提前「亮牌」，選手本人已經知道，但等待晚間9點賽再正式公布，對於巴拿馬隊所揭露的梅西亞（Humberto Mejia），也抱持不全信的態度。中華隊今天進行最後的練兵日，林岳平在練球前接受媒體聯訪，外界最關心先發投手是誰，他維持一貫論調，等待官方正式公布，「規定是這樣，不用急於先講。」林岳平表示，第一戰所有投手都會備戰，而將要先發的那個人，「他已經知道了」。巴拿馬已經表態由梅西亞先發，林岳平表示，沒有很針對這位投手，「公布後是真是假才知道，晚上開會後會針對陣容去做對應，現在先不會去假想，以正式公布為主。」談到最終日的調整，餅總表示，「專心讓球隊穩定表現，搶下第一戰狠重要。」最晚報到的旅美投手鄧愷威，在官辦熱身賽表現堪慮，面對5人次沒取得出局數，被敲2安打、3保送，今天也會再次進牛棚調整。中華隊在官辦熱身賽兩戰端出兩套打線，哪套打起來感覺攻勢比較順？林岳平對此回應：「沒有哪一套，3月8日排出去的那一套會贏球就是最好的打線。」,UDN
54,經典賽／對台之戰交給梅西亞 總教練：我們相信他,2023-03-07 17:18:00,運動,,https://udn.com/news/story/10785/7015218,巴拿馬隊尋求世界棒球經典賽史首勝，明天首戰推出梅西亞（Humberto Mejia）先發，面對地主中華隊，欽點他打頭陣的原因，總教練歐提茲（Luis Ortiz）說：「因為我們相信他」。梅西亞具備2年大聯盟資歷，出賽8場都是先發，取得0勝5敗、防禦率6.68，去年5月遭響尾蛇隊釋出，轉往在墨西哥聯盟打拚，今年1月與大都會隊簽下小聯盟合約回到美職體系。巴拿馬隊總教練歐提茲。記者陳宛晶／攝影歐提茲表示，巴拿馬隊的優勢是整體戰力，包括投打守，他坦言對中華隊沒有太深入的了解，但知道他們是很好的球隊，「我們會以最好的姿態，面對這次經典賽最好的球隊之一。」梅西亞對於扛起首戰先發表露自信，「不是今天才開始準備，1月14就開始春訓，昨天也有練投，持續為經典賽在準備。」巴拿馬隊過去兩度參與過經典賽，累積0勝5敗，勝場還未開胡，本屆從資格賽闖關，歐提茲表示，球隊已經為了這個比賽準備了3年，「我們已經準備好面對明天一戰，想辦法去贏得比賽。」,UDN
55,經典賽／自知最後一次參戰 荷蘭巴倫汀：下次可能是教練了,2023-03-07 17:27:00,運動,,https://udn.com/news/story/10785/7015245,日本職棒單季60轟紀錄保持者巴倫汀（Wladimir Balentien），第三度為荷蘭隊出戰世界棒球經典賽，38歲的他自知是最後一次「經典之旅」，但距離選手退役還不到時候，他有意再打一、兩年，對於來台打球也不排斥。荷蘭隊過去兩度闖進四強，陣中多位具備大聯盟資歷的選手，實力堅強，巴倫汀第三度參戰經典賽，2013年也隨荷蘭隊來到台灣出賽。巴倫汀坦言，「這有可能是我最後一次打經典賽，會好好享受，希望可以跟團隊一起贏到最後。」若下次再披上荷蘭球衣，他笑答：「那我應該已經是教練了。」儘管逼近國家隊告別時刻，但他認為自己的選手生涯還有再戰1、2年的能耐，若有機會，不排斥到台灣打球。巴倫汀握有日職單季60轟紀錄，去年村上宗隆以56轟逼近，巴倫汀表示，「全壘打紀錄現在還是我的，村上是個很棒的打者，去年也打出很棒的賽季，希望他今年可以打破我的紀錄。」,UDN
56,經典賽／名人堂球星李維拉傳承經驗：不知道自己會成為救援王,2023-03-07 18:01:00,運動,,https://udn.com/news/story/10785/7015342,「台灣運彩公益棒球訓練營」今日在台中洲際棒球場登場，邀請MLB名人堂球星李維拉化身教練，親授40位小選手棒球技巧，透過交流、實務講解及分組練習等方式，傳承美國職棒大聯盟投手生涯的寶貴經驗。台中市長盧秀燕也出席向李維拉表達歡迎之意，她說，「在他經驗的傳授下，將打造下一個世界球星」。世界棒球經典賽（WBC）睽違10年今年再度回到台中舉辦，A組預賽3月8日將在台中洲際棒球場開打，邀請生涯13度入選明星賽、5度拿下世界大賽冠軍的前紐約洋基守護神李維拉（Mariano Rivera）擔任中華隊首戰賽事開球嘉賓，並於今日公益棒球訓練營擔任小選手們的教練。盧秀燕表示，世界棒球巨星李維拉至台中擔任開幕開球嘉賓，他此次造訪台灣的時間非常短，台中市是培養棒球人才的重點基地，因此希望把握機會請他指導，感謝台灣運彩贊助，邀請李維拉撥空參與公益棒球訓練營，也感謝「他聽見了！」願意面對面給予孩子指導，孩子們相當幸運與開心，能夠親自接受李維拉的指導，也希望將他的指導經驗傳承到其他學校。「台灣運彩公益棒球訓練營」今日在台中洲際棒球場登場，邀請MLB名人堂球星李維拉化身教練，親授40位小選手棒球技巧。圖／台中市政府提供盧秀燕提到，由於李維拉第一次到台中，是重要貴賓，也會準備知名在地美食珍珠奶茶及太陽餅。另外，在李維拉下榻的飯店也備有十大伴手禮、在地手工藝品漆器，非常豐富，盼讓李維拉帶回台中美好回憶。巴拿馬裔美籍的李維拉，生涯以652次救援成功成為MLB歷史救援王，在2013年退休後，更於2019年以百分之百得票率成為首位全票入選棒球名人堂的球員。李維拉今日出席棒球訓練營只有短短1小時，有學生詢問「李維拉第一次的救援心得」。李維拉說，不知道自己未來會成為救援王，但他很珍惜每次上場機會，才有今天卓越成績，他也鼓勵孩子，未來打職棒要堅持自己的夢想。,UDN
57,經典賽／給鄧愷威的最晚報到經驗談 胡智爲談心的武裝,2023-03-07 18:06:00,運動,,https://udn.com/news/story/10785/7015374,中華隊明天就要迎接世界棒球經典賽開打，投手群以鄧愷威的狀況最令外界擔憂，胡智爲在世界棒球12強賽也曾是最晚報到的選手，提供自己的經驗談，「越是疲勞時，心態就要越強大。」鄧愷威因參與大聯盟巨人隊春訓，3月3日才向中華隊報到，4日首度參與練球，他在官辦熱身賽面對5人次沒取得出局數，被敲2安打、3保送，距離正式開打所剩時間已經不多。胡智爲與鄧愷威熟識，談到這位旅美後輩目前的狀況有暖心提點，「我和他說去找可以救你一命的東西，不管是動作、心態還是節奏，去找一樣可以控制場面的東西。」他笑答：「我沒辦法跟他講太多，他這麼優秀。」總教練林岳平（左）1對1指導陣中投手鄧愷威（右），盼鄧愷威能調整到最佳狀態。 中央社胡智爲直言，畢竟剛下飛機，一開始沒覺得時差是因為年輕，但現在時差已經在攻擊他了，「我自己也是過來人。」胡智爲在2019年12強賽就是最晚報到的選手，從墨西哥遠道返台，他的經驗談是，「越疲勞時，心靈要越強大，才能支撐你精神上的疲勞。」胡智爲說：「為了比賽、為了國家，要把心態武裝起來，告訴自己不能這樣倒下，心裡每個時間點該做什麼事，要調整到最正確。」,UDN
58,經典賽／無意外！中華隊首戰交給「大哥」 胡智爲衝鋒,2023-03-07 18:31:00,運動,,https://udn.com/news/story/10785/7015420,世界棒球經典賽明天開打，中華隊首戰巴拿馬隊，先發投手揭曉答案，就是外界預料的胡智爲，由「大哥」出馬，扛起這場攸關氣勢的戰役。胡智爲在近期的熱身賽投出穩定身手，2月27日對味全龍隊先發4.1局無失分，3月4日的官辦熱身賽，面對中信兄弟隊投1局三上三下，在此次設定先發的投手中調整狀況最為穩定。今天在台體大棒球場的最終練球日結束後公布先發投手，就是胡智爲。胡智爲曾在世界棒球12強賽穿上中華隊球衣，當時中華隊的雙王牌為江少慶、張奕，胡智爲的出賽順序殿後，預賽對日本隊中繼3.2局無失分，複賽對澳洲隊先發5局無失分，表現相當出色。這回再披國家隊球衣，胡智爲的責任不同，要為中華隊在經典賽打頭陣，第一場比賽能不能贏舉足輕重。,UDN
59,經典賽／星光閃耀 紅雀隊亞瑞納多盼媲美世足賽風靡全球地位,2023-03-07 20:06:00,運動,,https://udn.com/news/story/10785/7015586,美國職棒大聯盟（MLB）聖路易紅雀隊3壘手、10屆金手套得主亞瑞納多希望，世界棒球經典賽能發展成如同世界盃足球賽一樣的全球性賽事，至少能接近那樣的地位。美聯社報導，亞瑞納多（Nolan Arenado）在今年第5屆世界棒球經典賽（World Baseball Classic）開幕前說，「我感到本屆比賽的宣傳力道超過2017年，有比較多的人願意投入。我知道這不同於世足賽，但看看世足賽以及代表各國參賽的球員有多榮耀…我不知道棒球經典賽是不是真能取得相同地位，但希望至少能接近那種地位」。世界經典賽是最重要的棒球國際錦標賽，本屆賽事明天將在台灣台中開打，A組台灣隊將出戰巴拿馬隊，荷蘭將對上古巴，同組另一隊是義大利。參賽隊伍已增加到20個，B組9日在日本東京開打，澳洲、中國、捷克、日本和韓國5隊爭奪晉級8強複賽門票。C組11日在亞利桑那州鳯凰城（Phoenix）開戰，共有衛冕的美國以及加拿大、哥倫比亞、墨西哥和英國5隊。D組也是11日開打，地點在佛羅里達州邁阿密（Miami），有多明尼加、以色列、尼加拉瓜、波多黎各和委內瑞拉5隊爭雄。擔任美國隊隊長的洛杉磯天使隊外野手、3度拿下美聯MVP的棒球金童楚勞特（Mike Trout）說，「我在上屆經典賽對於是否接受徵召有點猶豫不決，後來決定不加入國家隊，再後來我看了比賽，又有點後悔沒加入。」洛杉磯道奇隊明星外野手貝茲（Mookie Betts）、日本「二刀流」大谷翔平以及委內瑞拉的卡布瑞拉（Miguel Cabrera）和阿圖維（Jose Altuve）都是本屆經典賽各國代表隊的美國大聯盟MVP得主，有63人參加過大聯盟全明星賽。預賽4組各取前2名晉級8強淘汰賽，將分別於本月15日和16日在東京、17日和18日在邁阿密上場。4強賽19日和20日在邁阿密對戰，決賽21日在邁阿密馬林魚棒球場（Marlins Park）上演。大聯盟主席曼佛瑞德（Rob Manfred）表示：「雖然不是每一位，但有許多球員十分重視披上自己國家的戰袍。我認為，本屆經典賽的改變在於，大聯盟球團對於讓球員代表各國出賽的抗拒力減少了，而這一大部分應歸功於各國隊職員的專業，而且經典賽籌備人員也能配合，有助於使球員進入備戰狀態。」,UDN
60,經典賽／肉身擋球典藏10年 彭政閔期許選手創造自己的經典時刻,2023-03-07 20:05:00,運動,,https://udn.com/news/story/10785/7015596,10年前在世界棒球經典賽留下肉身擋球的經典畫面，「恰恰」彭政閔期許10年之後，現在的中華隊選手們開創屬於自己的「經典時刻」。中華隊在2017年經典賽預賽以3戰全敗收場，前一勝已要追溯到2013年的賽事，彭政閔當年參戰，在面對澳洲隊之戰化身「鋼鐵人」，以肉身擋球，不僅球迷難忘，也是許多選手心中的「經典」，聊起這項賽事就想起當年那一幕。此次擔任中華隊打擊教練的彭政閔不諱言，集訓期間選手多少會和他聊到，當年看他那球長大，但更多的還是對於經驗、想法、策略上的討教，「這都是好事，有些滿有國際賽經驗，有些在更高層級打過，不管如何都是在自己層級、聯盟最好的選手。」彭政閔期許這批選手創造屬於自己的「經典時刻」，他說：「我們的時代已經過去了，現在必須由他們來創造自己的時刻，留下讓球迷值得回味和回憶的東西，為自己去努力。」明天就要迎接大賽開打，談到最後備戰時刻給選手的提點，他說是「專注」與「觀察」，彭政閔解釋，「專注在當下所有play，觀察對手的優點和弱點，優點看要怎麼在下一次轉換成自己的，弱點則要找出來去擊破。」彭政閔指出，選手狀況調整按部就班，接下來比賽就要開打，不管調整得好或不好，「不好的，在腎上腺素上升，可能也會變成好的，好的就希望延續下去面對這次比賽。」,UDN
61,經典賽／李維拉棒球訓練營 3名人堂球星齊聚,2023-03-07 20:53:00,運動,,https://udn.com/news/story/10785/7015666,生涯有652次救援成功的MLB退役球星李維拉，明天將為世界棒球經典賽台灣隊對戰巴拿馬隊開球，李維拉今天與荷蘭隊投手教練布萊勒文、義大利隊總教練皮耶薩一起受訪，3個名人堂球星齊聚。名人堂球星、前美職紐約洋基守護神李維拉（Mariano Rivera）今天早上在台北南港中國信託金融園區參加「李維拉名人分享會」。分享會結束後，李維拉前往台中參加「李維拉棒球訓練營」，三光國中棒球隊20名球員參與活動。有機會能與偶像近距離互動傳接球，三光國中球員們直呼「太開心了！」李維拉勉勵小球員，夢想要靠自己爭取，努力訓練、學習一切技能，竭盡所能做好每件事，未來若不能打球，也不會後悔，這番話讓三光國中選手們受益良多。李維拉今天也與其他名人堂球星齊聚，與荷蘭隊投手教練布萊勒文（Bert Blyleven）、義大利隊總教練皮耶薩（Mike Piazza）一起進行媒體見面會。李維拉還記得當時前洋基隊友王建民因跑壘受傷，「深深讓我覺得投手不應該跑壘。」對於這次經典賽，李維拉說：「巴拿馬出生的我，當然支持巴拿馬拿到冠軍，但這次我代表棒球大使，看到這麼多國家能夠投入棒球，是最棒的事情。」對於台灣的印象，布萊勒文則表示，「我對台灣印象是人們很友善，我們也獲得一流款待，我代表荷蘭球員感謝台灣主辦這次比賽，但很抱歉，我們球場上不會讓步的。」皮耶薩在1993年曾跟著道奇隊來台灣打比賽，他談到，台灣棒球實力很深厚，這次台灣隊選手有很好的基本功，「或許不像其他國家選手有名，但他們很有競爭力，也高興看到棒球運動在台灣發展，期待經典賽激烈的競爭。」經典賽預賽A組在台灣的台中洲際棒球場進行，明天將點燃戰火，地主台灣隊的對手有巴拿馬隊、義大利隊、荷蘭隊、古巴隊。,UDN
62,經典賽／受邀開球 賴清德明天將與李維拉一起登場,2023-03-07 20:40:00,運動,,https://udn.com/news/story/10785/7015680,世界棒球經典賽（WBC）預賽明天將於台中開打，副總統賴清德受邀擔任開球嘉賓，將與前洋基隊終結者李維拉一起開球。賴清德今晚在臉書上說，他已經準備好球衣，明天要到現場開球，當然他也要趁這個機會，向李維拉（Mariano Rivera） 請教招牌「卡特球」的秘訣投法。賴清德說，明天就是全國球迷引頸期盼的世界棒球經典賽開打，相當高興台灣再度成為主辦國之一，歡迎巴拿馬、義大利、荷蘭、古巴國家隊來到台灣，為台灣球迷帶來高水準的球賽。也歡迎大聯盟傳奇球星李維拉來台開球，為球賽增添風采。賴清德表示，經典賽是一級國際賽事，從公布教練團、30 人名單確定、熱身賽開打，一直都是球迷間熱烈討論的話題。但是對職業選手來說，為了經典賽，要提早為球季開機，其實是一大挑戰。所以他要特別感謝國家隊的選手，包括參加集訓但未入選的選手，以及陪練的球員，是各位的參與，才能打造最強的國家隊。賴清德說，也要感謝為賽事籌備付出的所有人員，從場地、醫療、行政，每一個看似微不足道的工作，都是成就精彩賽事的重要元素。「大家辛苦了，每一位都是我們國家隊的成員。各位球迷朋友們，趕快準備好加油道具，明天開始我們都是場外的最佳第十人。WE ARE TAIWAN！一起做國家隊最強大的後盾！」,UDN
63,經典賽／中信攜手李維拉 為基層棒運挹注養分,2023-03-08 03:44:00,運動,,https://udn.com/news/story/10785/7015928,美國職棒大聯盟名人堂球星、洋基隊前守護神李維拉昨天舉辦「名人分享會」，解密戰功彪炳的傳奇生涯，中國信託商業銀行與中華棒球協會攜手，邀請各級棒球教練、選手及相關從業人員約二百五十人與會，期盼吸取這位退役球星經驗，為台灣基層棒運挹注養分、提升實力。中國信託銀行獨家冠名贊助第五屆世界棒球經典賽Ａ組預賽，巴拿馬裔的李維拉應邀來台為開幕戰開球，中信銀行董事長利明献表示，李維拉跟中國信託很有緣份，他與中信兄弟隊二軍投手教練王建民曾是洋基的戰友。此外，李維拉致力公益活動，協助需要幫助的青少年，這與中國信託以慈善、反毒、體育、教育及藝文為五大公益主軸，回饋社會的精神相同。李維拉以自身的故事鼓勵年輕球員勇於追夢，並分享當年與王建民合作時，在他身上看到想要變得更好的決心，只可惜因為受傷影響到生涯，「千萬不要放棄追逐夢想，要為了夢想持續努力，大家都有自己的本分與天分，要怎麼實現就是要有不放棄的精神，這條路會很艱難，但要展現決心和毅力，就能面對這些挫折。」分享會結束後，李維拉前往台中市參加「李維拉棒球訓練營」，中國信託慈善基金會「愛接棒計畫」扶助的南投縣三光國中棒球隊廿位球員參與活動，有機會能與偶像近距離互動傳接球，球員們直呼：「太開心了！」李維拉勉勵小球員，夢想、棒球都要靠自己爭取，努力訓練學習一切技能，竭盡所能做好每件事，未來若不能打球，也不會後悔，這一番話讓三光國中選手受益良多。 ▪ 經典賽即時新聞 ▪ 最新比分與完整賽程 ▪ 預賽分組戰績表 ▪ 經典賽專欄分析 經典賽WBC中華隊                    世界棒球經典賽開打第一天，中華隊就經歷人間煉獄般的一戰，投手調度連環崩盤，遭巴拿馬隊暴打兩個5分以上的大局，中華隊以5：...                                      還在尋求世界棒球經典賽史首勝的巴拿馬隊，今天面對中華隊在第4局敲開5分大局，單局得分已經直追隊史過去在經典賽的全部得分。                                      世界棒球經典賽A組賽程進入第二天，義大利隊才首度亮相，今晚在洲際棒球場與古巴隊打得難分難捨，演出本屆經典賽首次突破僵局制...                                      2023世界棒球經典賽今天開打，由洲際棒球場上演的荷蘭、古巴隊之戰揭開序幕，強強相碰在中午吸引6501人進場，最終由荷蘭...                                      B組南韓隊今天才出現姜白虎因慶祝離壘被觸殺，無獨有偶，世界棒球經典賽A組也差點上演相同悲劇，古巴隊阿魯巴耶納（Erisb...                                      世界棒球經典賽B組賽事今天在東京巨蛋開打，南韓、澳洲進行分組賽首戰，也是兩隊挑戰8強的關鍵戰役，南韓投手群無法抵擋澳洲長...                  ,UDN
64,經典賽／巴拿馬不容小覷 5大聯盟球員壓陣,2023-03-08 03:38:00,運動,,https://udn.com/news/story/10785/7015930,暌違十年經典一戰，中華隊首戰對手巴拿馬隊來勢洶洶，五名現役大聯盟球員壓陣，打線最需要注意的人物就是光芒隊捕手貝騰柯特，去年在大聯盟敲出十一轟、打擊率兩成五二，熱身賽近況也很好。巴拿馬隊來台兩場官辦熱身賽合計攻下十七分，貝騰柯特扛起三棒重任，首戰四打數兩安打、攻下五分打點，包括對統一獅隊洋投克維斯轟出三分砲，第二場雖稍被味全龍隊壓制，三打數靠一次保送得分，但也展現盜壘能力；大都會隊二壘手阿勞茲打第二棒，在熱身賽總計八打數三安打。巴拿馬繼二○○九年後再次打進經典賽會內賽，卅一歲的貝騰柯特首次穿上國家隊球衣，認為這對自己是值得紀念的一刻，「我也很期待能夠拿下巴拿馬隊史在經典賽的第一勝，有李維拉來開球，希望能帶給我們運氣。」巴拿馬在前兩屆經典賽打了五場，勝場還是掛零。巴拿馬將推出梅西亞扛起首戰先發投手，他在二○二○、二一年都曾在大聯盟出賽，去年先後赴墨西哥聯盟、多明尼加冬季聯盟發磨練，其中在冬盟先發十場拿下四勝三敗、防禦率二點一五。巴拿馬後援陣容更是強悍，有現役釀酒人隊投手賈拉、洛磯隊投手勞倫斯坐鎮，天使隊投手巴雷亞原本被預期是首戰先發人選，不過來台後在熱身賽投一局被敲兩安，丟掉兩分（一分責失）。 ▪ 經典賽即時新聞 ▪ 最新比分與完整賽程 ▪ 預賽分組戰績表 ▪ 經典賽專欄分析 經典賽WBC風雲                    世界棒球經典賽開打第一天，中華隊就經歷人間煉獄般的一戰，投手調度連環崩盤，遭巴拿馬隊暴打兩個5分以上的大局，中華隊以5：...                                      還在尋求世界棒球經典賽史首勝的巴拿馬隊，今天面對中華隊在第4局敲開5分大局，單局得分已經直追隊史過去在經典賽的全部得分。                                      世界棒球經典賽A組賽程進入第二天，義大利隊才首度亮相，今晚在洲際棒球場與古巴隊打得難分難捨，演出本屆經典賽首次突破僵局制...                                      2023世界棒球經典賽今天開打，由洲際棒球場上演的荷蘭、古巴隊之戰揭開序幕，強強相碰在中午吸引6501人進場，最終由荷蘭...                                      B組南韓隊今天才出現姜白虎因慶祝離壘被觸殺，無獨有偶，世界棒球經典賽A組也差點上演相同悲劇，古巴隊阿魯巴耶納（Erisb...                                      世界棒球經典賽B組賽事今天在東京巨蛋開打，南韓、澳洲進行分組賽首戰，也是兩隊挑戰8強的關鍵戰役，南韓投手群無法抵擋澳洲長...                  ,UDN
65,經典賽／會贏球就是最好打線 張育成扛中華隊主砲,2023-03-08 03:38:00,運動,,https://udn.com/news/story/10785/7015934,中華隊最佳打線是哪一套？總教練林岳平妙答：「三月八日會贏球的那一套，就是最好的打線。」今天出戰巴拿馬隊，唯一現役大聯盟選手張育成，擔任第四棒呼之欲出。中華隊在前四屆經典賽第四棒包括林威助、彭政閔、林智勝，今年陣容從成軍以來被認為野手缺少重砲是隱憂，但張育成在熱身賽展現火力，有全壘打、也有得點圈的適時安打，從新莊球場進行的熱身賽開始，最後五場比賽合計十七打數敲出十一支安打，打擊率六成四七。中職去年ＭＶＰ林立在新莊三場比賽安打掛蛋，但在官辦熱身賽連兩場開轟，對中華隊也是及時的火力復甦。擔任中華隊打擊教練的彭政閔提到，選手調整按部就班，接下來比賽就要開打，不管好不好，「不好的，在腎上腺素上升的情況下，可能也會變成好的，好的就希望延續下去面對這次比賽。」中華隊在經典賽前一場勝利已是二○一三年擊敗荷蘭，當年彭政閔也是先發打線一員，還在該屆對澳洲比賽上演肉身擋球，寫下「經典時刻」，不僅球迷難忘，也是如今這批中華隊選手的典藏回憶。彭政閔不諱言，集訓期間選手多少會和他聊到，小時候看過他那一球，但是，「我們的時代已經過去了，現在必須由他們來創造自己的時刻，留下讓球迷值得回味和回憶的東西，為自己去努力。」世界棒球經典賽今天開打，中華隊暌違十年再以地主身分迎敵，晚上七點將在台中洲際棒球場對決巴拿馬，兩萬張門票幾乎已經銷售一空。中華隊昨天在台體大練球，進入備戰狀態。記者黃仲裕／攝影 ▪ 經典賽即時新聞 ▪ 最新比分與完整賽程 ▪ 預賽分組戰績表 ▪ 經典賽專欄分析 經典賽WBC中華隊                    世界棒球經典賽開打第一天，中華隊就經歷人間煉獄般的一戰，投手調度連環崩盤，遭巴拿馬隊暴打兩個5分以上的大局，中華隊以5：...                                      還在尋求世界棒球經典賽史首勝的巴拿馬隊，今天面對中華隊在第4局敲開5分大局，單局得分已經直追隊史過去在經典賽的全部得分。                                      世界棒球經典賽A組賽程進入第二天，義大利隊才首度亮相，今晚在洲際棒球場與古巴隊打得難分難捨，演出本屆經典賽首次突破僵局制...                                      2023世界棒球經典賽今天開打，由洲際棒球場上演的荷蘭、古巴隊之戰揭開序幕，強強相碰在中午吸引6501人進場，最終由荷蘭...                                      B組南韓隊今天才出現姜白虎因慶祝離壘被觸殺，無獨有偶，世界棒球經典賽A組也差點上演相同悲劇，古巴隊阿魯巴耶納（Erisb...                                      世界棒球經典賽B組賽事今天在東京巨蛋開打，南韓、澳洲進行分組賽首戰，也是兩隊挑戰8強的關鍵戰役，南韓投手群無法抵擋澳洲長...                  ,UDN
